,1,2,4,Cost,RT
2217,1664.0,2048.0,1664.0,62.95000000000001,2158.5506666666665
2218,1664.0,2048.0,1856.0,66.07000000000001,2126.5715555555557
2219,1664.0,2048.0,2048.0,69.2,2096.927888888889
2220,1664.0,2048.0,2240.0,68.27777777777779,2052.147
2221,1664.0,2048.0,2432.0,75.45,2069.0814444444445
2222,1664.0,2048.0,2624.0,78.58,2067.831777777778
2223,1664.0,2048.0,2816.0,86.79333333333334,2206.816444444444
2224,1664.0,2048.0,3008.0,79.38888888888889,2056.3623333333335
2225,1664.0,2240.0,128.0,51.23222222222223,8038.765111111114
2226,1664.0,2240.0,320.0,53.11222222222222,4215.147000000001
2227,1664.0,2240.0,512.0,55.43666666666667,3320.2985555555556
2228,1664.0,2240.0,704.0,57.276666666666664,2863.140333333333
2229,1664.0,2240.0,896.0,57.97777777777778,2557.5556666666666
2230,1664.0,2240.0,1088.0,60.51666666666667,2448.400444444445
2231,1664.0,2240.0,1280.0,60.05888888888889,2253.463222222222
2232,1664.0,2240.0,1472.0,63.52555555555556,2248.0717777777777
2233,1664.0,2240.0,1664.0,63.99333333333333,2157.096111111111
2234,1664.0,2240.0,1856.0,67.11333333333334,2125.1169999999997
2235,1664.0,2240.0,2048.0,70.24333333333334,2095.473333333334
2236,1664.0,2240.0,2240.0,69.32111111111112,2050.6924444444444
2237,1664.0,2240.0,2432.0,76.49333333333334,2067.626888888889
2238,1664.0,2240.0,2624.0,79.62333333333333,2066.377222222223
2239,1664.0,2240.0,2816.0,87.83666666666666,2205.361888888889
2240,1664.0,2240.0,3008.0,80.43222222222222,2054.907777777778
2241,1664.0,2432.0,128.0,52.27222222222222,8039.845444444445
2242,1664.0,2432.0,320.0,54.15222222222222,4216.227333333334
2243,1664.0,2432.0,512.0,56.47666666666667,3321.378888888889
2244,1664.0,2432.0,704.0,58.31666666666667,2864.2206666666657
2245,1664.0,2432.0,896.0,59.01777777777778,2558.636
2246,1664.0,2432.0,1088.0,61.55666666666666,2449.480777777778
2247,1664.0,2432.0,1280.0,61.09888888888889,2254.543555555555
