Performance_Constraint,BCR_disabled_RT,BCR_M/RT_RT,BCR_C/ERT_RT,BCR_MAX_RT,BCR_disabled_Cost,BCR_M/RT_Cost,BCR_C/ERT_Cost,BCR_MAX_Cost,BCR_disabled_Config,BCR_M/RT_Config,BCR_C/ERT_Config,BCR_MAX_Config,BCR_disabled_Iterations,BCR_M/RT_Iterations,BCR_C/ERT_Iterations,BCR_MAX_Iterations,BCR_threshold
8093.873828282829,4619.0197777777785,4619.0197777777785,4619.0197777777785,4619.0197777777785,36.09333333333333,36.09333333333333,36.09333333333333,36.09333333333333,"{1: 704, 2: 896, 4: 320}","{1: 704, 2: 896, 4: 320}","{1: 704, 2: 896, 4: 320}","{1: 704, 2: 896, 4: 320}",4.0,4.0,4.0,17.0,0.2
8237.87045117845,8226.12788888889,8226.12788888889,8226.12788888889,4619.0197777777785,37.79888888888889,37.79888888888889,37.79888888888889,36.09333333333333,"{1: 704, 2: 1856, 4: 128}","{1: 704, 2: 1856, 4: 128}","{1: 704, 2: 1856, 4: 128}","{1: 704, 2: 896, 4: 320}",4.0,4.0,4.0,17.0,0.2
8381.867074074074,8300.379555555555,8300.379555555555,8300.379555555555,4619.0197777777785,34.675555555555555,34.675555555555555,34.675555555555555,36.09333333333333,"{1: 704, 2: 1280, 4: 128}","{1: 704, 2: 1280, 4: 128}","{1: 704, 2: 1280, 4: 128}","{1: 704, 2: 896, 4: 320}",4.0,4.0,4.0,17.0,0.2
8525.863696969696,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
8669.86031986532,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
8813.856942760942,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
8957.853565656565,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
9101.85018855219,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
9245.846811447811,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
9389.843434343435,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
9533.840057239056,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
9677.83668013468,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
9821.833303030302,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
9965.829925925926,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
10109.82654882155,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
10253.823171717171,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
10397.819794612795,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
10541.816417508417,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
10685.81304040404,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
10829.809663299662,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
10973.806286195286,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
11117.802909090908,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
11261.799531986531,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
11405.796154882155,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
11549.792777777777,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
11693.7894006734,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
11837.786023569022,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
11981.782646464646,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
12125.779269360268,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
12269.775892255891,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
12413.772515151515,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
12557.769138047137,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
12701.76576094276,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
12845.762383838382,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
12989.759006734006,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
13133.75562962963,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
13277.752252525252,8442.637888888888,8442.637888888888,8442.637888888888,8442.637888888888,34.21333333333333,34.21333333333333,34.21333333333333,34.21333333333333,"{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}","{1: 704, 2: 896, 4: 128}",4.0,4.0,4.0,18.0,0.2
