,1,2,3,4,Cost,RT
8193,512.0,128.0,128.0,128.0,40.67111111111112,11636.011888888888
8194,512.0,128.0,128.0,320.0,42.55111111111111,7812.393777777778
8195,512.0,128.0,128.0,512.0,44.87555555555556,6917.545333333333
8196,512.0,128.0,128.0,704.0,46.715555555555554,6460.38711111111
8197,512.0,128.0,128.0,896.0,47.41666666666667,6154.802444444444
8198,512.0,128.0,128.0,1088.0,49.955555555555556,6045.647222222222
8199,512.0,128.0,128.0,1280.0,49.49777777777778,5850.709999999999
8200,512.0,128.0,128.0,1472.0,52.96444444444445,5845.318555555555
8201,512.0,128.0,128.0,1664.0,53.43222222222222,5754.342888888888
8202,512.0,128.0,128.0,1856.0,56.55222222222223,5722.363777777778
8203,512.0,128.0,128.0,2048.0,59.68222222222223,5692.720111111111
8204,512.0,128.0,128.0,2240.0,58.760000000000005,5647.939222222221
8205,512.0,128.0,128.0,2432.0,65.93222222222222,5664.873666666666
8206,512.0,128.0,128.0,2624.0,69.06222222222223,5663.624
8207,512.0,128.0,128.0,2816.0,77.27555555555554,5802.608666666666
8208,512.0,128.0,128.0,3008.0,69.8711111111111,5652.154555555555
8209,512.0,128.0,320.0,128.0,40.68222222222222,11636.011888888888
8210,512.0,128.0,320.0,320.0,42.562222222222225,7812.393777777778
8211,512.0,128.0,320.0,512.0,44.88666666666667,6917.545333333333
8212,512.0,128.0,320.0,704.0,46.72666666666667,6460.38711111111
8213,512.0,128.0,320.0,896.0,47.42777777777778,6154.802444444444
8214,512.0,128.0,320.0,1088.0,49.96666666666667,6045.647222222222
8215,512.0,128.0,320.0,1280.0,49.50888888888889,5850.709999999999
8216,512.0,128.0,320.0,1472.0,52.97555555555556,5845.318555555555
8217,512.0,128.0,320.0,1664.0,53.44333333333333,5754.342888888888
8218,512.0,128.0,320.0,1856.0,56.56333333333333,5722.363777777778
8219,512.0,128.0,320.0,2048.0,59.693333333333335,5692.720111111111
8220,512.0,128.0,320.0,2240.0,58.77111111111111,5647.939222222221
8221,512.0,128.0,320.0,2432.0,65.94333333333334,5664.873666666666
8222,512.0,128.0,320.0,2624.0,69.07333333333332,5663.624
8223,512.0,128.0,320.0,2816.0,77.28666666666666,5802.608666666666
8224,512.0,128.0,320.0,3008.0,69.88222222222223,5652.154555555555
8225,512.0,128.0,512.0,128.0,40.45333333333333,11636.011888888888
8226,512.0,128.0,512.0,320.0,42.333333333333336,7812.393777777778
8227,512.0,128.0,512.0,512.0,44.65777777777778,6917.545333333333
8228,512.0,128.0,512.0,704.0,46.497777777777785,6460.38711111111
8229,512.0,128.0,512.0,896.0,47.19888888888889,6154.802444444444
8230,512.0,128.0,512.0,1088.0,49.73777777777778,6045.647222222222
8231,512.0,128.0,512.0,1280.0,49.28,5850.709999999999
8232,512.0,128.0,512.0,1472.0,52.74666666666667,5845.318555555555
8233,512.0,128.0,512.0,1664.0,53.214444444444446,5754.342888888888
8234,512.0,128.0,512.0,1856.0,56.33444444444444,5722.363777777778
8235,512.0,128.0,512.0,2048.0,59.464444444444446,5692.720111111111
8236,512.0,128.0,512.0,2240.0,58.54222222222223,5647.939222222221
8237,512.0,128.0,512.0,2432.0,65.71444444444444,5664.873666666666
8238,512.0,128.0,512.0,2624.0,68.84444444444445,5663.624
8239,512.0,128.0,512.0,2816.0,77.05777777777777,5802.608666666666
8240,512.0,128.0,512.0,3008.0,69.65333333333332,5652.154555555555
8241,512.0,128.0,704.0,128.0,41.26,11636.011888888888
8242,512.0,128.0,704.0,320.0,43.13999999999999,7812.393777777778
8243,512.0,128.0,704.0,512.0,45.464444444444446,6917.545333333333
