,1,2,3,4,Cost,RT
32769,1664.0,128.0,128.0,128.0,51.77777777777778,11036.575555555555
32770,1664.0,128.0,128.0,320.0,53.657777777777774,7212.957444444445
32771,1664.0,128.0,128.0,512.0,55.98222222222223,6318.1089999999995
32772,1664.0,128.0,128.0,704.0,57.82222222222222,5860.950777777777
32773,1664.0,128.0,128.0,896.0,58.52333333333333,5555.3661111111105
32774,1664.0,128.0,128.0,1088.0,61.062222222222225,5446.210888888889
32775,1664.0,128.0,128.0,1280.0,60.60444444444444,5251.273666666666
32776,1664.0,128.0,128.0,1472.0,64.07111111111112,5245.882222222222
32777,1664.0,128.0,128.0,1664.0,64.53888888888889,5154.906555555554
32778,1664.0,128.0,128.0,1856.0,67.6588888888889,5122.9274444444445
32779,1664.0,128.0,128.0,2048.0,70.78888888888889,5093.283777777778
32780,1664.0,128.0,128.0,2240.0,69.86666666666666,5048.502888888889
32781,1664.0,128.0,128.0,2432.0,77.03888888888889,5065.437333333333
32782,1664.0,128.0,128.0,2624.0,80.16888888888889,5064.187666666667
32783,1664.0,128.0,128.0,2816.0,88.38222222222223,5203.172333333333
32784,1664.0,128.0,128.0,3008.0,80.97777777777777,5052.718222222223
32785,1664.0,128.0,320.0,128.0,51.78888888888889,11036.575555555555
32786,1664.0,128.0,320.0,320.0,53.66888888888889,7212.957444444445
32787,1664.0,128.0,320.0,512.0,55.99333333333334,6318.1089999999995
32788,1664.0,128.0,320.0,704.0,57.833333333333336,5860.950777777777
32789,1664.0,128.0,320.0,896.0,58.534444444444446,5555.3661111111105
32790,1664.0,128.0,320.0,1088.0,61.07333333333334,5446.210888888889
32791,1664.0,128.0,320.0,1280.0,60.61555555555555,5251.273666666666
32792,1664.0,128.0,320.0,1472.0,64.08222222222223,5245.882222222222
32793,1664.0,128.0,320.0,1664.0,64.55,5154.906555555554
32794,1664.0,128.0,320.0,1856.0,67.67,5122.9274444444445
32795,1664.0,128.0,320.0,2048.0,70.80000000000001,5093.283777777778
32796,1664.0,128.0,320.0,2240.0,69.8777777777778,5048.502888888889
32797,1664.0,128.0,320.0,2432.0,77.05,5065.437333333333
32798,1664.0,128.0,320.0,2624.0,80.18,5064.187666666667
32799,1664.0,128.0,320.0,2816.0,88.39333333333333,5203.172333333333
32800,1664.0,128.0,320.0,3008.0,80.9888888888889,5052.718222222223
32801,1664.0,128.0,512.0,128.0,51.56000000000001,11036.575555555555
32802,1664.0,128.0,512.0,320.0,53.440000000000005,7212.957444444445
32803,1664.0,128.0,512.0,512.0,55.76444444444445,6318.1089999999995
32804,1664.0,128.0,512.0,704.0,57.60444444444445,5860.950777777777
32805,1664.0,128.0,512.0,896.0,58.305555555555564,5555.3661111111105
32806,1664.0,128.0,512.0,1088.0,60.844444444444456,5446.210888888889
32807,1664.0,128.0,512.0,1280.0,60.38666666666667,5251.273666666666
32808,1664.0,128.0,512.0,1472.0,63.853333333333346,5245.882222222222
32809,1664.0,128.0,512.0,1664.0,64.32111111111111,5154.906555555554
32810,1664.0,128.0,512.0,1856.0,67.44111111111113,5122.9274444444445
32811,1664.0,128.0,512.0,2048.0,70.57111111111112,5093.283777777778
32812,1664.0,128.0,512.0,2240.0,69.6488888888889,5048.502888888889
32813,1664.0,128.0,512.0,2432.0,76.82111111111112,5065.437333333333
32814,1664.0,128.0,512.0,2624.0,79.95111111111112,5064.187666666667
32815,1664.0,128.0,512.0,2816.0,88.16444444444444,5203.172333333333
32816,1664.0,128.0,512.0,3008.0,80.76,5052.718222222223
32817,1664.0,128.0,704.0,128.0,52.36666666666667,11036.575555555555
32818,1664.0,128.0,704.0,320.0,54.24666666666666,7212.957444444445
32819,1664.0,128.0,704.0,512.0,56.571111111111115,6318.1089999999995
32820,1664.0,128.0,704.0,704.0,58.41111111111111,5860.950777777777
32821,1664.0,128.0,704.0,896.0,59.11222222222222,5555.3661111111105
32822,1664.0,128.0,704.0,1088.0,61.65111111111111,5446.210888888889
32823,1664.0,128.0,704.0,1280.0,61.19333333333333,5251.273666666666
32824,1664.0,128.0,704.0,1472.0,64.66000000000001,5245.882222222222
32825,1664.0,128.0,704.0,1664.0,65.12777777777778,5154.906555555554
32826,1664.0,128.0,704.0,1856.0,68.24777777777778,5122.9274444444445
32827,1664.0,128.0,704.0,2048.0,71.37777777777778,5093.283777777778
32828,1664.0,128.0,704.0,2240.0,70.45555555555555,5048.502888888889
32829,1664.0,128.0,704.0,2432.0,77.62777777777778,5065.437333333333
32830,1664.0,128.0,704.0,2624.0,80.75777777777778,5064.187666666667
32831,1664.0,128.0,704.0,2816.0,88.97111111111111,5203.172333333333
32832,1664.0,128.0,704.0,3008.0,81.56666666666666,5052.718222222223
32833,1664.0,128.0,896.0,128.0,52.48444444444445,11036.575555555555
32834,1664.0,128.0,896.0,320.0,54.364444444444445,7212.957444444445
32835,1664.0,128.0,896.0,512.0,56.6888888888889,6318.1089999999995
32836,1664.0,128.0,896.0,704.0,58.52888888888889,5860.950777777777
32837,1664.0,128.0,896.0,896.0,59.230000000000004,5555.3661111111105
32838,1664.0,128.0,896.0,1088.0,61.768888888888895,5446.210888888889
32839,1664.0,128.0,896.0,1280.0,61.31111111111111,5251.273666666666
32840,1664.0,128.0,896.0,1472.0,64.77777777777779,5245.882222222222
32841,1664.0,128.0,896.0,1664.0,65.24555555555557,5154.906555555554
32842,1664.0,128.0,896.0,1856.0,68.36555555555556,5122.9274444444445
32843,1664.0,128.0,896.0,2048.0,71.49555555555555,5093.283777777778
32844,1664.0,128.0,896.0,2240.0,70.57333333333334,5048.502888888889
32845,1664.0,128.0,896.0,2432.0,77.74555555555555,5065.437333333333
32846,1664.0,128.0,896.0,2624.0,80.87555555555555,5064.187666666667
32847,1664.0,128.0,896.0,2816.0,89.0888888888889,5203.172333333333
32848,1664.0,128.0,896.0,3008.0,81.68444444444445,5052.718222222223
32849,1664.0,128.0,1088.0,128.0,51.903333333333336,11036.575555555555
32850,1664.0,128.0,1088.0,320.0,53.78333333333333,7212.957444444445
32851,1664.0,128.0,1088.0,512.0,56.107777777777784,6318.1089999999995
32852,1664.0,128.0,1088.0,704.0,57.94777777777777,5860.950777777777
32853,1664.0,128.0,1088.0,896.0,58.64888888888889,5555.3661111111105
32854,1664.0,128.0,1088.0,1088.0,61.18777777777778,5446.210888888889
32855,1664.0,128.0,1088.0,1280.0,60.73,5251.273666666666
32856,1664.0,128.0,1088.0,1472.0,64.19666666666667,5245.882222222222
32857,1664.0,128.0,1088.0,1664.0,64.66444444444444,5154.906555555554
32858,1664.0,128.0,1088.0,1856.0,67.78444444444445,5122.9274444444445
32859,1664.0,128.0,1088.0,2048.0,70.91444444444446,5093.283777777778
32860,1664.0,128.0,1088.0,2240.0,69.99222222222224,5048.502888888889
32861,1664.0,128.0,1088.0,2432.0,77.16444444444444,5065.437333333333
32862,1664.0,128.0,1088.0,2624.0,80.29444444444445,5064.187666666667
32863,1664.0,128.0,1088.0,2816.0,88.50777777777778,5203.172333333333
32864,1664.0,128.0,1088.0,3008.0,81.10333333333334,5052.718222222223
32865,1664.0,128.0,1280.0,128.0,52.94666666666667,11036.575555555555
32866,1664.0,128.0,1280.0,320.0,54.826666666666675,7212.957444444445
32867,1664.0,128.0,1280.0,512.0,57.15111111111112,6318.1089999999995
32868,1664.0,128.0,1280.0,704.0,58.991111111111124,5860.950777777777
32869,1664.0,128.0,1280.0,896.0,59.69222222222223,5555.3661111111105
32870,1664.0,128.0,1280.0,1088.0,62.23111111111111,5446.210888888889
