,1,2,3,4,Cost,RT
16385,896.0,128.0,128.0,128.0,40.66666666666667,11019.070777777777
16386,896.0,128.0,128.0,320.0,42.54666666666667,7195.452666666667
16387,896.0,128.0,128.0,512.0,44.87111111111111,6300.604222222221
16388,896.0,128.0,128.0,704.0,46.71111111111111,5843.445999999999
16389,896.0,128.0,128.0,896.0,47.412222222222226,5537.861333333332
16390,896.0,128.0,128.0,1088.0,49.95111111111111,5428.706111111111
16391,896.0,128.0,128.0,1280.0,49.49333333333333,5233.768888888888
16392,896.0,128.0,128.0,1472.0,52.96000000000001,5228.377444444443
16393,896.0,128.0,128.0,1664.0,53.42777777777778,5137.401777777776
16394,896.0,128.0,128.0,1856.0,56.54777777777778,5105.4226666666655
16395,896.0,128.0,128.0,2048.0,59.677777777777784,5075.7789999999995
16396,896.0,128.0,128.0,2240.0,58.75555555555556,5030.99811111111
16397,896.0,128.0,128.0,2432.0,65.92777777777778,5047.932555555554
16398,896.0,128.0,128.0,2624.0,69.05777777777779,5046.682888888889
16399,896.0,128.0,128.0,2816.0,77.2711111111111,5185.667555555555
16400,896.0,128.0,128.0,3008.0,69.86666666666666,5035.213444444444
16401,896.0,128.0,320.0,128.0,40.67777777777778,11019.070777777777
16402,896.0,128.0,320.0,320.0,42.55777777777778,7195.452666666667
16403,896.0,128.0,320.0,512.0,44.882222222222225,6300.604222222221
16404,896.0,128.0,320.0,704.0,46.72222222222222,5843.445999999999
16405,896.0,128.0,320.0,896.0,47.42333333333333,5537.861333333332
16406,896.0,128.0,320.0,1088.0,49.96222222222222,5428.706111111111
16407,896.0,128.0,320.0,1280.0,49.504444444444445,5233.768888888888
16408,896.0,128.0,320.0,1472.0,52.971111111111114,5228.377444444443
16409,896.0,128.0,320.0,1664.0,53.43888888888888,5137.401777777776
16410,896.0,128.0,320.0,1856.0,56.55888888888889,5105.4226666666655
16411,896.0,128.0,320.0,2048.0,59.68888888888889,5075.7789999999995
16412,896.0,128.0,320.0,2240.0,58.766666666666666,5030.99811111111
16413,896.0,128.0,320.0,2432.0,65.9388888888889,5047.932555555554
16414,896.0,128.0,320.0,2624.0,69.06888888888888,5046.682888888889
16415,896.0,128.0,320.0,2816.0,77.28222222222222,5185.667555555555
16416,896.0,128.0,320.0,3008.0,69.87777777777778,5035.213444444444
16417,896.0,128.0,512.0,128.0,40.44888888888889,11019.070777777777
16418,896.0,128.0,512.0,320.0,42.32888888888889,7195.452666666667
16419,896.0,128.0,512.0,512.0,44.653333333333336,6300.604222222221
16420,896.0,128.0,512.0,704.0,46.49333333333334,5843.445999999999
16421,896.0,128.0,512.0,896.0,47.19444444444444,5537.861333333332
16422,896.0,128.0,512.0,1088.0,49.733333333333334,5428.706111111111
16423,896.0,128.0,512.0,1280.0,49.275555555555556,5233.768888888888
16424,896.0,128.0,512.0,1472.0,52.742222222222225,5228.377444444443
16425,896.0,128.0,512.0,1664.0,53.21,5137.401777777776
16426,896.0,128.0,512.0,1856.0,56.33,5105.4226666666655
16427,896.0,128.0,512.0,2048.0,59.46,5075.7789999999995
16428,896.0,128.0,512.0,2240.0,58.537777777777784,5030.99811111111
16429,896.0,128.0,512.0,2432.0,65.71,5047.932555555554
16430,896.0,128.0,512.0,2624.0,68.84,5046.682888888889
16431,896.0,128.0,512.0,2816.0,77.05333333333333,5185.667555555555
16432,896.0,128.0,512.0,3008.0,69.64888888888888,5035.213444444444
16433,896.0,128.0,704.0,128.0,41.25555555555555,11019.070777777777
16434,896.0,128.0,704.0,320.0,43.13555555555555,7195.452666666667
16435,896.0,128.0,704.0,512.0,45.46,6300.604222222221
16436,896.0,128.0,704.0,704.0,47.3,5843.445999999999
16437,896.0,128.0,704.0,896.0,48.001111111111115,5537.861333333332
16438,896.0,128.0,704.0,1088.0,50.54,5428.706111111111
16439,896.0,128.0,704.0,1280.0,50.08222222222222,5233.768888888888
16440,896.0,128.0,704.0,1472.0,53.5488888888889,5228.377444444443
16441,896.0,128.0,704.0,1664.0,54.016666666666666,5137.401777777776
16442,896.0,128.0,704.0,1856.0,57.13666666666667,5105.4226666666655
16443,896.0,128.0,704.0,2048.0,60.26666666666667,5075.7789999999995
16444,896.0,128.0,704.0,2240.0,59.34444444444445,5030.99811111111
16445,896.0,128.0,704.0,2432.0,66.51666666666667,5047.932555555554
16446,896.0,128.0,704.0,2624.0,69.64666666666668,5046.682888888889
16447,896.0,128.0,704.0,2816.0,77.85999999999999,5185.667555555555
16448,896.0,128.0,704.0,3008.0,70.45555555555555,5035.213444444444
16449,896.0,128.0,896.0,128.0,41.373333333333335,11019.070777777777
16450,896.0,128.0,896.0,320.0,43.25333333333334,7195.452666666667
16451,896.0,128.0,896.0,512.0,45.577777777777776,6300.604222222221
16452,896.0,128.0,896.0,704.0,47.41777777777778,5843.445999999999
16453,896.0,128.0,896.0,896.0,48.11888888888889,5537.861333333332
16454,896.0,128.0,896.0,1088.0,50.657777777777774,5428.706111111111
16455,896.0,128.0,896.0,1280.0,50.2,5233.768888888888
16456,896.0,128.0,896.0,1472.0,53.666666666666664,5228.377444444443
16457,896.0,128.0,896.0,1664.0,54.13444444444444,5137.401777777776
16458,896.0,128.0,896.0,1856.0,57.25444444444444,5105.4226666666655
16459,896.0,128.0,896.0,2048.0,60.38444444444445,5075.7789999999995
16460,896.0,128.0,896.0,2240.0,59.46222222222222,5030.99811111111
16461,896.0,128.0,896.0,2432.0,66.63444444444445,5047.932555555554
16462,896.0,128.0,896.0,2624.0,69.76444444444444,5046.682888888889
16463,896.0,128.0,896.0,2816.0,77.97777777777777,5185.667555555555
16464,896.0,128.0,896.0,3008.0,70.57333333333334,5035.213444444444
16465,896.0,128.0,1088.0,128.0,40.79222222222222,11019.070777777777
16466,896.0,128.0,1088.0,320.0,42.67222222222222,7195.452666666667
16467,896.0,128.0,1088.0,512.0,44.99666666666667,6300.604222222221
16468,896.0,128.0,1088.0,704.0,46.836666666666666,5843.445999999999
16469,896.0,128.0,1088.0,896.0,47.53777777777778,5537.861333333332
16470,896.0,128.0,1088.0,1088.0,50.07666666666667,5428.706111111111
16471,896.0,128.0,1088.0,1280.0,49.61888888888888,5233.768888888888
16472,896.0,128.0,1088.0,1472.0,53.085555555555565,5228.377444444443
16473,896.0,128.0,1088.0,1664.0,53.553333333333335,5137.401777777776
16474,896.0,128.0,1088.0,1856.0,56.67333333333334,5105.4226666666655
16475,896.0,128.0,1088.0,2048.0,59.803333333333335,5075.7789999999995
16476,896.0,128.0,1088.0,2240.0,58.88111111111112,5030.99811111111
16477,896.0,128.0,1088.0,2432.0,66.05333333333333,5047.932555555554
16478,896.0,128.0,1088.0,2624.0,69.18333333333332,5046.682888888889
16479,896.0,128.0,1088.0,2816.0,77.39666666666668,5185.667555555555
16480,896.0,128.0,1088.0,3008.0,69.99222222222222,5035.213444444444
16481,896.0,128.0,1280.0,128.0,41.83555555555555,11019.070777777777
16482,896.0,128.0,1280.0,320.0,43.715555555555554,7195.452666666667
16483,896.0,128.0,1280.0,512.0,46.04,6300.604222222221
16484,896.0,128.0,1280.0,704.0,47.88,5843.445999999999
16485,896.0,128.0,1280.0,896.0,48.58111111111112,5537.861333333332
16486,896.0,128.0,1280.0,1088.0,51.12,5428.706111111111
16487,896.0,128.0,1280.0,1280.0,50.66222222222222,5233.768888888888
16488,896.0,128.0,1280.0,1472.0,54.128888888888895,5228.377444444443
16489,896.0,128.0,1280.0,1664.0,54.59666666666667,5137.401777777776
16490,896.0,128.0,1280.0,1856.0,57.71666666666667,5105.4226666666655
16491,896.0,128.0,1280.0,2048.0,60.84666666666668,5075.7789999999995
16492,896.0,128.0,1280.0,2240.0,59.924444444444454,5030.99811111111
16493,896.0,128.0,1280.0,2432.0,67.09666666666666,5047.932555555554
16494,896.0,128.0,1280.0,2624.0,70.22666666666667,5046.682888888889
16495,896.0,128.0,1280.0,2816.0,78.44,5185.667555555555
16496,896.0,128.0,1280.0,3008.0,71.03555555555555,5035.213444444444
16497,896.0,128.0,1472.0,128.0,42.87555555555556,11019.070777777777
16498,896.0,128.0,1472.0,320.0,44.75555555555555,7195.452666666667
16499,896.0,128.0,1472.0,512.0,47.080000000000005,6300.604222222221
16500,896.0,128.0,1472.0,704.0,48.92,5843.445999999999
16501,896.0,128.0,1472.0,896.0,49.62111111111111,5537.861333333332
16502,896.0,128.0,1472.0,1088.0,52.160000000000004,5428.706111111111
16503,896.0,128.0,1472.0,1280.0,51.70222222222222,5233.768888888888
