,1,2,3,4,Cost,RT
1,128.0,128.0,128.0,128.0,40.64,16301.792444444445
2,128.0,128.0,128.0,320.0,42.52,12478.174333333334
3,128.0,128.0,128.0,512.0,44.84444444444445,11583.325888888889
4,128.0,128.0,128.0,704.0,46.68444444444445,11126.167666666664
5,128.0,128.0,128.0,896.0,47.38555555555556,10820.582999999999
6,128.0,128.0,128.0,1088.0,49.92444444444445,10711.427777777777
7,128.0,128.0,128.0,1280.0,49.46666666666667,10516.490555555554
8,128.0,128.0,128.0,1472.0,52.93333333333334,10511.09911111111
9,128.0,128.0,128.0,1664.0,53.40111111111111,10420.123444444444
10,128.0,128.0,128.0,1856.0,56.52111111111111,10388.144333333332
11,128.0,128.0,128.0,2048.0,59.65111111111112,10358.500666666665
12,128.0,128.0,128.0,2240.0,58.728888888888896,10313.719777777776
13,128.0,128.0,128.0,2432.0,65.9011111111111,10330.654222222222
14,128.0,128.0,128.0,2624.0,69.03111111111112,10329.404555555555
15,128.0,128.0,128.0,2816.0,77.24444444444444,10468.389222222222
16,128.0,128.0,128.0,3008.0,69.83999999999999,10317.93511111111
17,128.0,128.0,320.0,128.0,40.65111111111111,16301.792444444445
18,128.0,128.0,320.0,320.0,42.53111111111111,12478.174333333334
19,128.0,128.0,320.0,512.0,44.855555555555554,11583.325888888889
20,128.0,128.0,320.0,704.0,46.69555555555556,11126.167666666664
21,128.0,128.0,320.0,896.0,47.396666666666675,10820.582999999999
22,128.0,128.0,320.0,1088.0,49.93555555555555,10711.427777777777
23,128.0,128.0,320.0,1280.0,49.47777777777778,10516.490555555554
24,128.0,128.0,320.0,1472.0,52.94444444444445,10511.09911111111
25,128.0,128.0,320.0,1664.0,53.412222222222226,10420.123444444444
26,128.0,128.0,320.0,1856.0,56.532222222222224,10388.144333333332
27,128.0,128.0,320.0,2048.0,59.66222222222223,10358.500666666665
28,128.0,128.0,320.0,2240.0,58.74000000000001,10313.719777777776
29,128.0,128.0,320.0,2432.0,65.91222222222223,10330.654222222222
30,128.0,128.0,320.0,2624.0,69.04222222222222,10329.404555555555
31,128.0,128.0,320.0,2816.0,77.25555555555556,10468.389222222222
