,1,2,3,4,Cost,RT
57345,2816.0,128.0,128.0,128.0,68.44444444444443,10968.889222222222
57346,2816.0,128.0,128.0,320.0,70.32444444444444,7145.271111111112
57347,2816.0,128.0,128.0,512.0,72.64888888888889,6250.422666666666
57348,2816.0,128.0,128.0,704.0,74.48888888888888,5793.264444444444
57349,2816.0,128.0,128.0,896.0,75.18999999999998,5487.679777777777
57350,2816.0,128.0,128.0,1088.0,77.72888888888889,5378.524555555556
57351,2816.0,128.0,128.0,1280.0,77.2711111111111,5183.587333333333
57352,2816.0,128.0,128.0,1472.0,80.73777777777778,5178.1958888888885
57353,2816.0,128.0,128.0,1664.0,81.20555555555555,5087.220222222221
57354,2816.0,128.0,128.0,1856.0,84.32555555555555,5055.241111111111
57355,2816.0,128.0,128.0,2048.0,87.45555555555556,5025.597444444445
57356,2816.0,128.0,128.0,2240.0,86.53333333333335,4980.816555555555
57357,2816.0,128.0,128.0,2432.0,93.70555555555555,4997.750999999999
57358,2816.0,128.0,128.0,2624.0,96.83555555555556,4996.501333333334
57359,2816.0,128.0,128.0,2816.0,105.04888888888887,5135.486
57360,2816.0,128.0,128.0,3008.0,97.64444444444445,4985.031888888889
57361,2816.0,128.0,320.0,128.0,68.45555555555555,10968.889222222222
57362,2816.0,128.0,320.0,320.0,70.33555555555554,7145.271111111112
57363,2816.0,128.0,320.0,512.0,72.66,6250.422666666666
57364,2816.0,128.0,320.0,704.0,74.5,5793.264444444444
57365,2816.0,128.0,320.0,896.0,75.20111111111112,5487.679777777777
57366,2816.0,128.0,320.0,1088.0,77.74,5378.524555555556
57367,2816.0,128.0,320.0,1280.0,77.28222222222222,5183.587333333333
57368,2816.0,128.0,320.0,1472.0,80.7488888888889,5178.1958888888885
57369,2816.0,128.0,320.0,1664.0,81.21666666666667,5087.220222222221
57370,2816.0,128.0,320.0,1856.0,84.33666666666667,5055.241111111111
57371,2816.0,128.0,320.0,2048.0,87.46666666666665,5025.597444444445
57372,2816.0,128.0,320.0,2240.0,86.54444444444444,4980.816555555555
57373,2816.0,128.0,320.0,2432.0,93.71666666666667,4997.750999999999
57374,2816.0,128.0,320.0,2624.0,96.84666666666665,4996.501333333334
57375,2816.0,128.0,320.0,2816.0,105.06,5135.486
57376,2816.0,128.0,320.0,3008.0,97.65555555555555,4985.031888888889
57377,2816.0,128.0,512.0,128.0,68.22666666666666,10968.889222222222
57378,2816.0,128.0,512.0,320.0,70.10666666666667,7145.271111111112
57379,2816.0,128.0,512.0,512.0,72.43111111111111,6250.422666666666
57380,2816.0,128.0,512.0,704.0,74.27111111111111,5793.264444444444
57381,2816.0,128.0,512.0,896.0,74.97222222222223,5487.679777777777
57382,2816.0,128.0,512.0,1088.0,77.51111111111112,5378.524555555556
57383,2816.0,128.0,512.0,1280.0,77.05333333333333,5183.587333333333
57384,2816.0,128.0,512.0,1472.0,80.52000000000001,5178.1958888888885
57385,2816.0,128.0,512.0,1664.0,80.98777777777778,5087.220222222221
57386,2816.0,128.0,512.0,1856.0,84.10777777777778,5055.241111111111
57387,2816.0,128.0,512.0,2048.0,87.23777777777778,5025.597444444445
57388,2816.0,128.0,512.0,2240.0,86.31555555555555,4980.816555555555
57389,2816.0,128.0,512.0,2432.0,93.48777777777778,4997.750999999999
57390,2816.0,128.0,512.0,2624.0,96.61777777777777,4996.501333333334
57391,2816.0,128.0,512.0,2816.0,104.83111111111111,5135.486
57392,2816.0,128.0,512.0,3008.0,97.42666666666666,4985.031888888889
57393,2816.0,128.0,704.0,128.0,69.03333333333332,10968.889222222222
57394,2816.0,128.0,704.0,320.0,70.91333333333333,7145.271111111112
57395,2816.0,128.0,704.0,512.0,73.23777777777778,6250.422666666666
57396,2816.0,128.0,704.0,704.0,75.07777777777777,5793.264444444444
57397,2816.0,128.0,704.0,896.0,75.77888888888887,5487.679777777777
57398,2816.0,128.0,704.0,1088.0,78.31777777777778,5378.524555555556
57399,2816.0,128.0,704.0,1280.0,77.85999999999999,5183.587333333333
57400,2816.0,128.0,704.0,1472.0,81.32666666666667,5178.1958888888885
57401,2816.0,128.0,704.0,1664.0,81.79444444444444,5087.220222222221
57402,2816.0,128.0,704.0,1856.0,84.91444444444444,5055.241111111111
57403,2816.0,128.0,704.0,2048.0,88.04444444444445,5025.597444444445
57404,2816.0,128.0,704.0,2240.0,87.12222222222223,4980.816555555555
57405,2816.0,128.0,704.0,2432.0,94.29444444444444,4997.750999999999
57406,2816.0,128.0,704.0,2624.0,97.42444444444445,4996.501333333334
57407,2816.0,128.0,704.0,2816.0,105.63777777777776,5135.486
57408,2816.0,128.0,704.0,3008.0,98.23333333333332,4985.031888888889
57409,2816.0,128.0,896.0,128.0,69.1511111111111,10968.889222222222
57410,2816.0,128.0,896.0,320.0,71.0311111111111,7145.271111111112
57411,2816.0,128.0,896.0,512.0,73.35555555555555,6250.422666666666
57412,2816.0,128.0,896.0,704.0,75.19555555555556,5793.264444444444
57413,2816.0,128.0,896.0,896.0,75.89666666666666,5487.679777777777
57414,2816.0,128.0,896.0,1088.0,78.43555555555555,5378.524555555556
57415,2816.0,128.0,896.0,1280.0,77.97777777777777,5183.587333333333
57416,2816.0,128.0,896.0,1472.0,81.44444444444446,5178.1958888888885
57417,2816.0,128.0,896.0,1664.0,81.91222222222221,5087.220222222221
57418,2816.0,128.0,896.0,1856.0,85.03222222222223,5055.241111111111
57419,2816.0,128.0,896.0,2048.0,88.16222222222223,5025.597444444445
57420,2816.0,128.0,896.0,2240.0,87.24000000000001,4980.816555555555
57421,2816.0,128.0,896.0,2432.0,94.41222222222223,4997.750999999999
57422,2816.0,128.0,896.0,2624.0,97.54222222222222,4996.501333333334
57423,2816.0,128.0,896.0,2816.0,105.75555555555555,5135.486
57424,2816.0,128.0,896.0,3008.0,98.35111111111111,4985.031888888889
57425,2816.0,128.0,1088.0,128.0,68.57,10968.889222222222
57426,2816.0,128.0,1088.0,320.0,70.44999999999999,7145.271111111112
57427,2816.0,128.0,1088.0,512.0,72.77444444444444,6250.422666666666
57428,2816.0,128.0,1088.0,704.0,74.61444444444443,5793.264444444444
57429,2816.0,128.0,1088.0,896.0,75.31555555555556,5487.679777777777
57430,2816.0,128.0,1088.0,1088.0,77.85444444444444,5378.524555555556
57431,2816.0,128.0,1088.0,1280.0,77.39666666666666,5183.587333333333
57432,2816.0,128.0,1088.0,1472.0,80.86333333333333,5178.1958888888885
57433,2816.0,128.0,1088.0,1664.0,81.33111111111111,5087.220222222221
57434,2816.0,128.0,1088.0,1856.0,84.45111111111112,5055.241111111111
57435,2816.0,128.0,1088.0,2048.0,87.5811111111111,5025.597444444445
57436,2816.0,128.0,1088.0,2240.0,86.65888888888888,4980.816555555555
57437,2816.0,128.0,1088.0,2432.0,93.8311111111111,4997.750999999999
57438,2816.0,128.0,1088.0,2624.0,96.9611111111111,4996.501333333334
57439,2816.0,128.0,1088.0,2816.0,105.17444444444445,5135.486
57440,2816.0,128.0,1088.0,3008.0,97.77,4985.031888888889
57441,2816.0,128.0,1280.0,128.0,69.61333333333333,10968.889222222222
57442,2816.0,128.0,1280.0,320.0,71.49333333333334,7145.271111111112
57443,2816.0,128.0,1280.0,512.0,73.81777777777779,6250.422666666666
57444,2816.0,128.0,1280.0,704.0,75.65777777777778,5793.264444444444
57445,2816.0,128.0,1280.0,896.0,76.35888888888888,5487.679777777777
57446,2816.0,128.0,1280.0,1088.0,78.89777777777779,5378.524555555556
57447,2816.0,128.0,1280.0,1280.0,78.44,5183.587333333333
57448,2816.0,128.0,1280.0,1472.0,81.90666666666667,5178.1958888888885
57449,2816.0,128.0,1280.0,1664.0,82.37444444444445,5087.220222222221
57450,2816.0,128.0,1280.0,1856.0,85.49444444444444,5055.241111111111
57451,2816.0,128.0,1280.0,2048.0,88.62444444444445,5025.597444444445
57452,2816.0,128.0,1280.0,2240.0,87.70222222222223,4980.816555555555
57453,2816.0,128.0,1280.0,2432.0,94.87444444444444,4997.750999999999
57454,2816.0,128.0,1280.0,2624.0,98.00444444444445,4996.501333333334
57455,2816.0,128.0,1280.0,2816.0,106.21777777777777,5135.486
57456,2816.0,128.0,1280.0,3008.0,98.81333333333332,4985.031888888889
57457,2816.0,128.0,1472.0,128.0,70.65333333333332,10968.889222222222
57458,2816.0,128.0,1472.0,320.0,72.53333333333333,7145.271111111112
57459,2816.0,128.0,1472.0,512.0,74.85777777777777,6250.422666666666
57460,2816.0,128.0,1472.0,704.0,76.69777777777777,5793.264444444444
57461,2816.0,128.0,1472.0,896.0,77.39888888888888,5487.679777777777
57462,2816.0,128.0,1472.0,1088.0,79.93777777777777,5378.524555555556
57463,2816.0,128.0,1472.0,1280.0,79.47999999999999,5183.587333333333
57464,2816.0,128.0,1472.0,1472.0,82.94666666666667,5178.1958888888885
57465,2816.0,128.0,1472.0,1664.0,83.41444444444443,5087.220222222221
57466,2816.0,128.0,1472.0,1856.0,86.53444444444445,5055.241111111111
57467,2816.0,128.0,1472.0,2048.0,89.66444444444446,5025.597444444445
57468,2816.0,128.0,1472.0,2240.0,88.74222222222222,4980.816555555555
57469,2816.0,128.0,1472.0,2432.0,95.91444444444444,4997.750999999999
57470,2816.0,128.0,1472.0,2624.0,99.04444444444445,4996.501333333334
57471,2816.0,128.0,1472.0,2816.0,107.25777777777776,5135.486
57472,2816.0,128.0,1472.0,3008.0,99.85333333333332,4985.031888888889
57473,2816.0,128.0,1664.0,128.0,68.68666666666667,10968.889222222222
57474,2816.0,128.0,1664.0,320.0,70.56666666666666,7145.271111111112
57475,2816.0,128.0,1664.0,512.0,72.89111111111112,6250.422666666666
57476,2816.0,128.0,1664.0,704.0,74.73111111111112,5793.264444444444
57477,2816.0,128.0,1664.0,896.0,75.43222222222222,5487.679777777777
57478,2816.0,128.0,1664.0,1088.0,77.97111111111111,5378.524555555556
57479,2816.0,128.0,1664.0,1280.0,77.51333333333334,5183.587333333333
57480,2816.0,128.0,1664.0,1472.0,80.98,5178.1958888888885
57481,2816.0,128.0,1664.0,1664.0,81.44777777777777,5087.220222222221
57482,2816.0,128.0,1664.0,1856.0,84.56777777777778,5055.241111111111
57483,2816.0,128.0,1664.0,2048.0,87.69777777777779,5025.597444444445
57484,2816.0,128.0,1664.0,2240.0,86.77555555555556,4980.816555555555
57485,2816.0,128.0,1664.0,2432.0,93.94777777777777,4997.750999999999
57486,2816.0,128.0,1664.0,2624.0,97.07777777777778,4996.501333333334
57487,2816.0,128.0,1664.0,2816.0,105.2911111111111,5135.486
57488,2816.0,128.0,1664.0,3008.0,97.88666666666666,4985.031888888889
57489,2816.0,128.0,1856.0,128.0,69.38,10968.889222222222
57490,2816.0,128.0,1856.0,320.0,71.25999999999999,7145.271111111112
57491,2816.0,128.0,1856.0,512.0,73.58444444444444,6250.422666666666
57492,2816.0,128.0,1856.0,704.0,75.42444444444443,5793.264444444444
57493,2816.0,128.0,1856.0,896.0,76.12555555555555,5487.679777777777
57494,2816.0,128.0,1856.0,1088.0,78.66444444444444,5378.524555555556
57495,2816.0,128.0,1856.0,1280.0,78.20666666666666,5183.587333333333
57496,2816.0,128.0,1856.0,1472.0,81.67333333333333,5178.1958888888885
57497,2816.0,128.0,1856.0,1664.0,82.1411111111111,5087.220222222221
57498,2816.0,128.0,1856.0,1856.0,85.2611111111111,5055.241111111111
57499,2816.0,128.0,1856.0,2048.0,88.39111111111112,5025.597444444445
57500,2816.0,128.0,1856.0,2240.0,87.4688888888889,4980.816555555555
57501,2816.0,128.0,1856.0,2432.0,94.6411111111111,4997.750999999999
57502,2816.0,128.0,1856.0,2624.0,97.77111111111111,4996.501333333334
57503,2816.0,128.0,1856.0,2816.0,105.98444444444443,5135.486
57504,2816.0,128.0,1856.0,3008.0,98.58,4985.031888888889
57505,2816.0,128.0,2048.0,128.0,70.07555555555555,10968.889222222222
57506,2816.0,128.0,2048.0,320.0,71.95555555555555,7145.271111111112
57507,2816.0,128.0,2048.0,512.0,74.28,6250.422666666666
57508,2816.0,128.0,2048.0,704.0,76.11999999999999,5793.264444444444
57509,2816.0,128.0,2048.0,896.0,76.82111111111112,5487.679777777777
57510,2816.0,128.0,2048.0,1088.0,79.36,5378.524555555556
57511,2816.0,128.0,2048.0,1280.0,78.90222222222222,5183.587333333333
57512,2816.0,128.0,2048.0,1472.0,82.36888888888889,5178.1958888888885
57513,2816.0,128.0,2048.0,1664.0,82.83666666666667,5087.220222222221
57514,2816.0,128.0,2048.0,1856.0,85.95666666666666,5055.241111111111
57515,2816.0,128.0,2048.0,2048.0,89.08666666666666,5025.597444444445
57516,2816.0,128.0,2048.0,2240.0,88.16444444444444,4980.816555555555
57517,2816.0,128.0,2048.0,2432.0,95.33666666666666,4997.750999999999
57518,2816.0,128.0,2048.0,2624.0,98.46666666666665,4996.501333333334
57519,2816.0,128.0,2048.0,2816.0,106.68,5135.486
57520,2816.0,128.0,2048.0,3008.0,99.27555555555556,4985.031888888889
57521,2816.0,128.0,2240.0,128.0,70.77111111111111,10968.889222222222
57522,2816.0,128.0,2240.0,320.0,72.6511111111111,7145.271111111112
