,1,2,Cost,RT
143,1664.0,2816.0,39.80444444444445,1152.9443333333334
144,1664.0,3008.0,40.84777777777778,1149.7585555555556
145,1856.0,128.0,34.0,4153.383888888889
146,1856.0,320.0,34.24444444444444,2211.7256666666667
147,1856.0,512.0,34.711111111111116,1711.3673333333336
148,1856.0,704.0,34.937777777777775,1500.5731111111108
149,1856.0,896.0,33.782222222222224,1376.5169999999998
150,1856.0,1088.0,35.168888888888894,1291.5816666666665
151,1856.0,1280.0,34.24444444444444,1234.2586666666666
152,1856.0,1472.0,35.284444444444446,1202.8443333333332
153,1856.0,1664.0,36.327777777777776,1180.1309999999999
154,1856.0,1856.0,37.36777777777778,1160.0069999999998
155,1856.0,2048.0,38.41111111111111,1157.1391111111109
156,1856.0,2240.0,39.45444444444444,1155.6845555555556
157,1856.0,2432.0,40.49444444444445,1156.764888888889
158,1856.0,2624.0,41.53777777777778,1159.702111111111
159,1856.0,2816.0,42.57777777777778,1159.2088888888889
160,1856.0,3008.0,43.62111111111111,1156.0231111111111
161,2048.0,128.0,33.07777777777778,4065.7512222222213
162,2048.0,320.0,33.32222222222223,2124.0929999999994
163,2048.0,512.0,33.7888888888889,1623.7346666666665
164,2048.0,704.0,34.01555555555556,1412.940444444444
165,2048.0,896.0,32.86000000000001,1288.884333333333
166,2048.0,1088.0,34.24666666666667,1203.9489999999996
167,2048.0,1280.0,33.32222222222223,1146.6259999999997
168,2048.0,1472.0,34.36222222222223,1115.2116666666664
169,2048.0,1664.0,35.40555555555556,1092.498333333333
170,2048.0,1856.0,36.44555555555556,1072.374333333333
171,2048.0,2048.0,37.488888888888894,1069.5064444444442
172,2048.0,2240.0,38.53222222222223,1068.0518888888887
173,2048.0,2432.0,39.57222222222222,1069.132222222222
174,2048.0,2624.0,40.61555555555556,1072.0694444444441
175,2048.0,2816.0,41.65555555555556,1071.576222222222
176,2048.0,3008.0,42.69888888888889,1068.3904444444443
177,2240.0,128.0,39.564444444444455,4080.18911111111
178,2240.0,320.0,39.808888888888895,2138.5308888888885
179,2240.0,512.0,40.27555555555556,1638.1725555555554
180,2240.0,704.0,40.50222222222223,1427.378333333333
181,2240.0,896.0,39.34666666666667,1303.3222222222219
182,2240.0,1088.0,40.73333333333334,1218.3868888888887
183,2240.0,1280.0,39.808888888888895,1161.0638888888884
184,2240.0,1472.0,40.848888888888894,1129.6495555555553
185,2240.0,1664.0,41.89222222222223,1106.9362222222219
186,2240.0,1856.0,42.93222222222223,1086.8122222222219
187,2240.0,2048.0,43.975555555555566,1083.944333333333
188,2240.0,2240.0,45.018888888888895,1082.4897777777774
189,2240.0,2432.0,46.058888888888895,1083.570111111111
190,2240.0,2624.0,47.10222222222223,1086.507333333333
191,2240.0,2816.0,48.14222222222223,1086.0141111111109
192,2240.0,3008.0,49.18555555555557,1082.8283333333331
193,2432.0,128.0,42.337777777777774,4123.427333333332
194,2432.0,320.0,42.58222222222222,2181.7691111111103
195,2432.0,512.0,43.04888888888888,1681.4107777777776
196,2432.0,704.0,43.27555555555555,1470.6165555555551
197,2432.0,896.0,42.12,1346.5604444444439
198,2432.0,1088.0,43.50666666666666,1261.6251111111108
199,2432.0,1280.0,42.58222222222222,1204.3021111111107
200,2432.0,1472.0,43.62222222222221,1172.8877777777775
201,2432.0,1664.0,44.66555555555554,1150.174444444444
202,2432.0,1856.0,45.70555555555555,1130.050444444444
203,2432.0,2048.0,46.748888888888885,1127.1825555555552
204,2432.0,2240.0,47.792222222222215,1125.7279999999996
205,2432.0,2432.0,48.832222222222214,1126.808333333333
206,2432.0,2624.0,49.87555555555555,1129.745555555555
207,2432.0,2816.0,50.91555555555555,1129.252333333333
208,2432.0,3008.0,51.95888888888888,1126.0665555555552
209,2624.0,128.0,45.120000000000005,4078.5191111111094
210,2624.0,320.0,45.364444444444445,2136.8608888888884
211,2624.0,512.0,45.83111111111111,1636.5025555555553
212,2624.0,704.0,46.05777777777778,1425.708333333333
213,2624.0,896.0,44.90222222222222,1301.6522222222218
214,2624.0,1088.0,46.288888888888884,1216.7168888888887
215,2624.0,1280.0,45.364444444444445,1159.3938888888886
216,2624.0,1472.0,46.404444444444444,1127.9795555555552
217,2624.0,1664.0,47.44777777777778,1105.2662222222218
218,2624.0,1856.0,48.48777777777777,1085.1422222222218
219,2624.0,2048.0,49.531111111111116,1082.274333333333
220,2624.0,2240.0,50.574444444444445,1080.8197777777775
221,2624.0,2432.0,51.61444444444444,1081.9001111111108
222,2624.0,2624.0,52.65777777777778,1084.837333333333
223,2624.0,2816.0,53.69777777777778,1084.3441111111108
224,2624.0,3008.0,54.74111111111111,1081.158333333333
225,2816.0,128.0,47.89333333333333,4079.4329999999995
226,2816.0,320.0,48.13777777777777,2137.774777777777
227,2816.0,512.0,48.60444444444444,1637.4164444444446
228,2816.0,704.0,48.83111111111111,1426.6222222222223
229,2816.0,896.0,47.675555555555555,1302.5661111111108
230,2816.0,1088.0,49.06222222222222,1217.6307777777777
231,2816.0,1280.0,48.13777777777777,1160.3077777777776
232,2816.0,1472.0,49.17777777777777,1128.8934444444444
233,2816.0,1664.0,50.22111111111111,1106.180111111111
234,2816.0,1856.0,51.261111111111106,1086.056111111111
235,2816.0,2048.0,52.30444444444444,1083.188222222222
236,2816.0,2240.0,53.34777777777777,1081.7336666666665
237,2816.0,2432.0,54.38777777777777,1082.8139999999999
238,2816.0,2624.0,55.43111111111111,1085.7512222222222
239,2816.0,2816.0,56.471111111111114,1085.2579999999998
240,2816.0,3008.0,57.51444444444444,1082.072222222222
241,3008.0,128.0,50.675555555555555,4137.888666666666
242,3008.0,320.0,50.92,2196.230444444444
243,3008.0,512.0,51.38666666666667,1695.872111111111
244,3008.0,704.0,51.61333333333333,1485.0778888888885
245,3008.0,896.0,50.45777777777778,1361.0217777777775
246,3008.0,1088.0,51.84444444444444,1276.0864444444442
247,3008.0,1280.0,50.92,1218.7634444444443
248,3008.0,1472.0,51.959999999999994,1187.349111111111
249,3008.0,1664.0,53.00333333333333,1164.6357777777775
250,3008.0,1856.0,54.04333333333333,1144.5117777777775
251,3008.0,2048.0,55.086666666666666,1141.6438888888886
252,3008.0,2240.0,56.13,1140.189333333333
253,3008.0,2432.0,57.169999999999995,1141.2696666666664
254,3008.0,2624.0,58.21333333333333,1144.2068888888887
255,3008.0,2816.0,59.25333333333333,1143.7136666666665
256,3008.0,3008.0,60.29666666666666,1140.5278888888886
