,1M_Exe_Cost
552,82.124
553,60.998999999999995
554,63.063
555,105.787
556,89.445
557,86.83000000000001
558,60.998999999999995
559,60.998999999999995
560,90.47699999999999
561,82.985
562,109.434
563,93.09200000000001
564,60.998999999999995
565,89.445
566,89.445
567,87.66399999999999
568,86.63199999999999
569,82.985
570,89.445
571,83.715
572,83.47800000000001
573,90.47699999999999
574,86.63199999999999
575,60.998999999999995
576,89.445
577,58.18599999999999
578,89.445
579,86.63199999999999
580,82.985
581,107.955
582,85.798
583,82.985
584,89.445
585,60.998999999999995
586,62.031000000000006
587,86.528
588,86.63199999999999
589,89.445
590,59.54
591,59.54
592,62.031000000000006
593,86.63199999999999
594,60.998999999999995
595,85.798
596,60.998999999999995
597,89.445
598,89.445
599,86.83000000000001
600,60.998999999999995
601,112.35100000000001
602,60.998999999999995
603,83.715
604,87.56
605,89.445
606,86.83000000000001
607,60.998999999999995
608,87.86200000000001
609,86.528
610,83.715
611,60.998999999999995
612,60.998999999999995
613,85.798
614,129.829
615,89.445
616,112.35100000000001
617,89.445
618,89.445
619,82.985
620,59.54
621,58.081999999999994
622,90.47699999999999
623,89.445
624,106.621
625,58.081999999999994
626,93.09200000000001
627,89.445
628,60.998999999999995
629,59.54
630,90.47699999999999
631,60.998999999999995
632,86.83000000000001
633,78.175
634,86.83000000000001
635,60.571999999999996
636,60.998999999999995
637,89.445
638,58.18599999999999
639,109.53800000000001
640,82.446
641,89.445
642,104.10999999999999
643,86.63199999999999
644,85.798
645,85.798
646,60.998999999999995
647,89.445
648,93.09200000000001
649,59.54
650,57.654999999999994
651,60.998999999999995
652,59.54
653,60.998999999999995
654,85.798
655,61.604
656,90.27900000000001
657,56.727
658,100.386
659,86.63199999999999
780,87.976
781,84.02700000000002
782,55.581
783,80.38
784,84.02700000000002
785,84.02700000000002
786,55.581
787,86.944
788,56.613
789,82.985
790,81.412
791,55.581
792,55.581
793,85.798
794,80.068
795,54.122
796,80.38
797,104.31800000000001
798,80.38
799,55.581
800,82.881
801,84.32900000000001
802,83.29700000000001
803,74.736
804,80.38
805,52.768
806,60.998999999999995
807,58.498000000000005
808,55.581
809,92.35300000000001
810,85.163
811,83.29700000000001
812,77.567
813,87.976
814,82.985
815,57.039
816,86.944
817,83.29700000000001
818,59.53
819,83.29700000000001
820,58.18599999999999
821,85.36100000000002
822,84.02700000000002
823,86.528
824,55.581
825,58.498000000000005
826,55.581
827,78.599
828,85.798
829,82.881
830,83.29700000000001
831,81.412
832,81.412
833,87.976
834,80.38
835,84.02700000000002
836,84.02700000000002
837,87.976
838,84.131
839,55.581
840,83.29700000000001
841,89.445
842,82.24600000000001
843,58.498000000000005
844,86.09100000000001
845,58.498000000000005
846,80.38
847,86.944
848,83.29700000000001
849,86.944
850,55.581
851,58.498000000000005
852,84.32900000000001
853,55.581
854,55.685
855,83.913
856,80.38
857,85.798
858,56.717
859,85.163
860,99.449
861,55.685
862,82.985
863,57.039
864,56.717
865,58.498000000000005
866,58.498000000000005
867,86.944
868,58.498000000000005
869,83.29700000000001
870,58.498000000000005
871,59.53
872,126.29600000000002
873,84.32900000000001
874,86.944
875,58.498000000000005
876,58.498000000000005
877,58.498000000000005
878,75.674
879,58.498000000000005
880,82.881
881,97.12100000000001
882,83.278
883,84.32900000000001
884,56.717
885,58.498000000000005
886,90.59100000000001
887,86.944
888,83.913
889,86.944
890,103.39
891,84.32900000000001
892,58.498000000000005
893,58.498000000000005
894,85.36100000000002
895,88.81000000000002
896,58.498000000000005
897,55.685
898,86.83000000000001
899,86.944
900,55.581
901,84.02700000000002
902,80.48400000000001
903,86.944
904,86.944
905,90.59100000000001
906,84.02700000000002
907,86.944
908,86.944
909,84.131
910,106.933
911,80.38
912,77.567
913,58.081999999999994
914,86.944
915,110.88200000000002
916,89.008
917,62.031000000000006
918,90.47699999999999
919,86.944
920,60.998999999999995
921,59.53
922,58.498000000000005
923,86.944
924,86.944
925,86.944
926,58.498000000000005
927,86.944
928,86.944
929,107.235
930,57.039
931,83.29700000000001
932,52.768
933,87.976
934,83.29700000000001
935,84.02700000000002
936,56.613
937,55.685
938,58.498000000000005
939,86.944
940,83.29700000000001
941,86.944
942,86.944
943,110.88200000000002
944,81.412
945,84.02700000000002
946,103.28600000000002
947,83.29700000000001
948,80.38
949,86.944
950,58.498000000000005
951,84.02700000000002
952,58.498000000000005
953,84.02700000000002
954,60.998999999999995
955,84.131
956,58.498000000000005
957,80.38
958,84.32900000000001
959,84.02700000000002
960,84.02700000000002
961,55.581
962,52.768
963,55.581
964,55.581
965,81.412
966,84.02700000000002
967,86.944
968,87.976
969,106.203
970,86.944
971,58.498000000000005
972,84.02700000000002
973,81.21400000000001
974,80.48400000000001
975,56.613
976,84.02700000000002
977,87.976
978,86.944
979,86.944
980,86.944
981,84.02700000000002
982,83.29700000000001
983,83.29700000000001
984,85.36100000000002
985,58.498000000000005
986,87.976
987,90.59100000000001
988,58.498000000000005
989,86.944
990,55.581
991,83.29700000000001
992,104.12
993,80.38
994,78.48700000000001
995,83.29700000000001
996,57.039
997,81.21400000000001
998,81.21400000000001
999,74.736
1000,80.48400000000001
1001,56.613
1002,53.8
1003,97.885
1004,59.53
1005,58.081999999999994
1006,84.02700000000002
1007,80.38
1008,58.498000000000005
1009,55.581
1010,81.21400000000001
1011,116.85000000000001
1012,85.05900000000001
1013,87.976
1014,104.12
1015,86.09100000000001
1016,58.498000000000005
1017,55.581
1018,84.02700000000002
1019,84.02700000000002
1020,52.768
1021,83.29700000000001
1022,94.238
1023,56.613
1024,55.581
1025,55.581
1026,58.498000000000005
1027,109.94400000000002
1028,106.203
1029,58.498000000000005
1030,77.567
1031,86.09100000000001
1032,80.38
1033,58.071
1034,80.38
1035,86.944
1036,57.039
1037,55.581
1038,59.53
1039,56.717
1040,86.944
1041,84.02700000000002
1042,83.29700000000001
1043,55.581
1044,55.581
1045,55.581
1046,87.976
1047,77.567
1048,58.498000000000005
1049,80.38
1050,84.02700000000002
1051,55.154
1052,55.581
1053,58.498000000000005
1054,86.944
1055,86.944
1056,84.02700000000002
1057,80.38
1058,87.56
1059,84.02700000000002
1060,83.476
1061,86.944
1062,55.685
1063,87.976
1064,84.02700000000002
1065,86.944
1066,83.29700000000001
1067,83.29700000000001
1068,58.498000000000005
1069,80.38
1070,81.498
1071,86.944
1072,55.581
1073,87.778
1074,83.29700000000001
1075,107.871
1076,109.85000000000001
1077,82.444
1078,84.131
1079,53.8
1080,87.976
1081,87.976
1082,84.02700000000002
1083,86.944
1084,80.38
1085,84.02700000000002
1086,58.498000000000005
1087,58.498000000000005
1088,57.039
1089,108.82600000000001
1090,86.944
1091,84.02700000000002
1092,56.717
1093,84.02700000000002
1094,56.613
1095,58.498000000000005
1096,59.53
1097,84.32900000000001
1098,58.498000000000005
1099,58.071
1100,86.944
1101,55.685
1102,58.498000000000005
1103,55.581
1104,86.944
1105,58.498000000000005
1106,58.498000000000005
1107,103.39
1108,59.53
1109,58.498000000000005
1110,58.498000000000005
1111,58.498000000000005
1112,98.917
1113,55.581
1114,55.581
1115,55.581
1116,81.40400000000001
1117,56.613
1118,85.05900000000001
1119,58.498000000000005
1120,58.498000000000005
1121,58.498000000000005
1122,83.29700000000001
1123,51.309
1124,57.039
1125,97.885
1126,58.498000000000005
1127,107.037
1128,55.581
1129,54.122
1130,55.581
1131,57.039
1132,54.64300000000001
1133,58.498000000000005
1134,80.48400000000001
1135,85.36100000000002
1136,54.122
1137,55.581
1138,77.567
1139,58.498000000000005
1140,86.944
1141,80.38
1142,83.04100000000001
1143,83.29700000000001
1144,84.02700000000002
1145,86.944
1146,58.498000000000005
1147,58.498000000000005
1148,57.039
1149,86.944
1150,54.122
1151,91.62300000000002
1152,86.944
1153,86.944
1154,83.29700000000001
1155,55.581
1156,86.944
1157,100.03800000000001
1158,84.131
1159,83.29700000000001
1160,58.498000000000005
1161,83.29700000000001
1162,80.48400000000001
1163,83.29700000000001
1164,86.944
1165,83.29700000000001
1166,58.498000000000005
1167,83.29700000000001
1168,94.238
1169,83.29700000000001
1170,58.498000000000005
1171,55.581
1172,81.40400000000001
1173,84.02700000000002
1174,84.02700000000002
1175,84.32900000000001
1176,83.29700000000001
1177,87.976
1178,58.498000000000005
1179,80.38
1180,86.944
1181,106.203
1182,84.32900000000001
1183,54.122
1184,58.498000000000005
1185,76.706
1186,81.40400000000001
1187,86.944
1188,58.498000000000005
1189,83.29700000000001
1190,58.498000000000005
1191,58.071
1192,84.02700000000002
1193,57.039
1194,83.29700000000001
1195,84.32900000000001
1196,55.581
1197,84.02700000000002
1198,109.85000000000001
1199,104.31
1200,51.830000000000005
1201,109.85000000000001
1202,87.976
1203,83.29700000000001
1204,81.40400000000001
1205,55.581
1206,61.59400000000001
1207,104.31
1208,58.498000000000005
1209,89.008
1210,59.53
1211,57.039
1212,55.581
1213,84.32900000000001
1214,86.944
1215,81.40400000000001
1216,86.944
1217,86.944
1218,86.09100000000001
1219,58.498000000000005
1220,58.498000000000005
1221,87.976
1222,58.498000000000005
1223,86.944
1224,58.498000000000005
1225,58.498000000000005
1226,86.944
1227,86.944
1228,83.29700000000001
1229,86.944
1230,58.18599999999999
1231,87.976
1232,56.29
1233,60.562
1234,109.85000000000001
1235,58.498000000000005
1236,86.944
1237,83.29700000000001
1238,58.498000000000005
1239,58.498000000000005
1240,58.498000000000005
1241,90.59100000000001
1242,58.498000000000005
1243,58.498000000000005
1244,87.976
1245,94.238
1246,86.944
1247,101.49700000000001
1248,58.498000000000005
1249,58.498000000000005
1250,58.498000000000005
1251,59.103
1252,84.131
1253,55.581
1254,87.66399999999999
1255,58.498000000000005
1256,56.300999999999995
1257,84.32900000000001
1258,58.498000000000005
1259,84.02700000000002
1260,83.29700000000001
1261,53.8
1262,89.445
1263,86.944
1264,86.944
1265,85.798
1266,106.203
1267,56.717
1268,58.498000000000005
1269,58.498000000000005
1270,87.976
1271,55.581
1272,83.905
1273,57.039
1274,84.131
1275,83.29700000000001
1276,79.633
1277,58.081999999999994
1278,84.32900000000001
1279,84.131
1280,86.944
1281,58.498000000000005
1282,83.715
1283,55.581
1284,84.32900000000001
1285,83.29700000000001
1286,81.21400000000001
1287,57.039
1288,84.131
1289,58.498000000000005
1290,87.976
1291,56.613
1292,55.685
1293,55.269
1294,164.36500000000004
1295,87.56
1296,57.039
1297,86.944
1298,110.684
1299,80.38
1300,83.29700000000001
1301,55.581
1302,84.02700000000002
1303,58.498000000000005
1304,85.798
1305,55.581
1306,83.29700000000001
1307,78.164
1308,58.498000000000005
1309,83.29700000000001
1310,58.498000000000005
1311,89.008
1312,81.412
1313,86.944
1314,84.02700000000002
1315,55.685
1316,57.039
1317,90.59100000000001
1318,86.944
1319,80.38
1320,59.103
1321,52.768
1322,57.039
1323,58.498000000000005
1324,84.02700000000002
1325,77.879
1326,50.68299999999999
1327,83.29700000000001
1328,83.29700000000001
1329,84.443
1330,57.039
1331,86.944
1332,55.581
1333,83.29700000000001
1334,84.02700000000002
1335,85.05900000000001
1336,86.944
1337,109.85000000000001
1338,85.36100000000002
1339,86.944
1340,83.29700000000001
1341,59.53
1342,83.29700000000001
1343,95.27
1344,83.29700000000001
1345,83.29700000000001
1346,107.037
1347,84.02700000000002
1348,55.581
1349,80.48400000000001
1350,84.02700000000002
1351,58.498000000000005
1352,59.53
1353,57.749
1354,59.53
1355,56.300999999999995
1356,86.528
1357,57.039
1358,84.01700000000001
1359,103.07799999999999
1360,58.081999999999994
1361,58.498000000000005
1362,58.498000000000005
1363,85.798
1364,57.645
1365,107.235
1366,106.621
1367,57.75899999999999
1368,104.12
1369,83.29700000000001
1370,55.581
1371,86.944
1372,85.05900000000001
1373,77.567
1374,80.48400000000001
1375,84.02700000000002
1376,84.131
1377,81.40400000000001
1378,83.29700000000001
1379,56.613
1500,72.981
1501,72.11999999999999
1502,50.68299999999999
1503,75.48200000000001
1504,54.528
1505,82.974
1506,50.68299999999999
1507,55.997
1508,53.184
1509,84.443
1510,53.184
1511,80.796
1512,81.63000000000001
1513,53.184
1514,80.796
1515,81.516
1516,80.48400000000001
1517,80.48400000000001
1518,86.944
1519,83.29700000000001
1520,55.685
1521,83.29700000000001
1522,78.295
1523,55.685
1524,83.29700000000001
1525,83.29700000000001
1526,80.48400000000001
1527,56.717
1528,58.498000000000005
1529,86.944
1530,80.48400000000001
1531,55.685
1532,84.443
1533,58.498000000000005
1534,55.997
1535,78.59100000000001
1536,83.29700000000001
1537,83.29700000000001
1538,55.685
1539,56.717
1540,83.29700000000001
1541,58.498000000000005
1542,86.944
1543,85.163
1544,83.29700000000001
1545,57.749
1546,87.976
1547,56.717
1548,107.037
1549,57.039
1550,58.498000000000005
1551,87.976
1552,58.498000000000005
1553,80.48400000000001
1554,58.498000000000005
1555,104.224
1556,81.40400000000001
1557,59.53
1558,84.131
1559,85.163
1560,55.685
1561,56.717
1562,75.778
1563,86.944
1564,86.944
1565,58.498000000000005
1566,83.29700000000001
1567,55.997
1568,79.54600000000002
1569,86.944
1570,58.498000000000005
1571,83.29700000000001
1572,86.944
1573,84.131
1574,123.48299999999999
1575,86.944
1576,84.131
1577,80.48400000000001
1578,58.498000000000005
1579,83.29700000000001
1580,86.944
1581,80.48400000000001
1582,55.685
1583,55.685
1584,58.498000000000005
1585,58.498000000000005
1586,87.976
1587,58.498000000000005
1588,59.53
1589,58.498000000000005
1590,87.976
1591,103.39
1592,58.498000000000005
1593,104.224
1594,83.29700000000001
1595,58.498000000000005
1596,83.29700000000001
1597,86.944
1598,59.53
1599,81.40400000000001
1600,56.717
1601,86.944
1602,80.48400000000001
1603,84.131
1604,83.29700000000001
1605,83.29700000000001
1606,80.48400000000001
1607,87.976
1608,80.48400000000001
1609,56.717
1610,84.131
1611,84.131
1612,84.131
1613,58.498000000000005
1614,98.71900000000001
1615,58.071
1616,55.685
1617,55.685
1618,58.498000000000005
1619,86.944
1620,55.685
1621,98.68400000000001
1622,80.48400000000001
1623,83.29700000000001
1624,58.498000000000005
1625,57.039
1626,58.498000000000005
1627,59.53
1628,83.29700000000001
1629,103.39
1630,75.778
1631,58.498000000000005
1632,58.498000000000005
1633,55.685
1634,58.498000000000005
1635,57.039
1636,58.498000000000005
1637,54.747
1638,86.944
1639,84.131
1640,81.40400000000001
1641,55.685
1642,55.685
1643,84.131
1644,78.68500000000002
1645,90.59100000000001
1646,55.685
1647,83.29700000000001
1648,83.29700000000001
1649,58.498000000000005
1650,80.48400000000001
1651,55.685
1652,59.53
1653,80.48400000000001
1654,80.48400000000001
1655,75.778
1656,80.48400000000001
1657,83.29700000000001
1658,57.56
1659,56.717
1660,80.48400000000001
1661,80.48400000000001
1662,58.498000000000005
1663,80.655
1664,97.885
1665,125.358
1666,83.29700000000001
1667,55.685
1668,87.778
1669,85.163
1670,55.685
1671,59.53
1672,59.53
1673,86.944
1674,59.53
1675,79.623
1676,59.53
1677,58.498000000000005
1678,86.944
1679,107.037
1680,83.29700000000001
1681,55.685
1682,55.685
1683,84.131
1684,83.29700000000001
1685,85.36100000000002
1686,58.498000000000005
1687,57.133
1688,74.319
1689,56.717
1690,55.685
1691,54.226
1692,79.623
1693,58.498000000000005
1694,80.48400000000001
1695,80.48400000000001
1696,103.39
1697,87.778
1698,58.498000000000005
1699,83.29700000000001
1700,86.944
1701,60.998999999999995
1702,80.48400000000001
1703,55.685
1704,80.48400000000001
1705,55.257999999999996
1706,84.32900000000001
1707,58.498000000000005
1708,58.498000000000005
1709,60.998999999999995
1710,60.998999999999995
1711,105.787
1712,82.985
1713,62.031000000000006
1714,81.092
1715,93.09200000000001
1716,58.18599999999999
1717,60.998999999999995
1718,82.985
1719,59.217999999999996
1720,60.998999999999995
1721,58.18599999999999
1722,60.998999999999995
1723,87.86200000000001
1724,87.86200000000001
1725,58.18599999999999
1726,82.985
1727,58.18599999999999
1728,58.18599999999999
1729,84.01700000000001
1730,86.63199999999999
1731,60.998999999999995
1732,82.985
1733,62.031000000000006
1734,82.985
1735,85.798
1736,89.445
1737,60.998999999999995
1738,86.63199999999999
1739,60.998999999999995
1740,58.18599999999999
1741,85.798
1742,106.72500000000001
1743,103.39
1744,80.48400000000001
1745,89.445
1746,81.092
1747,85.798
1748,60.24999999999999
1749,55.257999999999996
1750,85.798
1751,86.944
1752,86.63199999999999
1753,62.031000000000006
1754,97.434
1755,112.35100000000001
1756,85.798
1757,86.63199999999999
1758,90.47699999999999
1759,89.445
1760,60.998999999999995
1761,59.53
1762,85.798
1763,91.509
1764,89.445
1765,59.217999999999996
1766,89.445
1767,58.602
1768,82.985
1769,87.66399999999999
1770,86.83000000000001
1771,82.985
1772,88.507
1773,59.217999999999996
1774,60.998999999999995
1775,82.985
1776,89.445
1777,82.985
1778,86.63199999999999
1779,60.998999999999995
1780,60.998999999999995
1781,60.998999999999995
1782,85.798
1783,85.049
1784,60.998999999999995
1785,58.18599999999999
1786,85.798
1787,85.798
1788,60.998999999999995
1789,84.131
1790,84.131
1791,59.54
1792,85.798
1793,58.18599999999999
1794,60.998999999999995
1795,86.63199999999999
1796,60.998999999999995
1797,82.04700000000001
1798,58.18599999999999
1799,86.63199999999999
1800,78.279
1801,58.18599999999999
1802,60.998999999999995
1803,58.18599999999999
1804,85.798
1805,86.63199999999999
1806,89.445
1807,58.18599999999999
1808,58.18599999999999
1809,58.18599999999999
1810,86.63199999999999
1811,82.985
1812,86.63199999999999
1813,82.985
1814,82.985
1815,78.279
1816,85.798
1817,81.092
1818,93.09200000000001
1819,57.248
1820,86.63199999999999
1821,58.18599999999999
1822,89.445
1823,60.998999999999995
1824,58.18599999999999
1825,82.985
1826,56.727
1827,85.798
1828,86.83000000000001
1829,89.445
1830,82.985
1831,86.63199999999999
1832,85.798
1833,89.445
1834,92.15400000000001
1835,85.798
1836,104.422
1837,55.997
1838,93.09200000000001
1839,104.224
1840,80.48400000000001
1841,58.18599999999999
1842,102.14
1843,93.995
1844,80.48400000000001
1845,58.498000000000005
1846,56.727
1847,125.91499999999999
1848,59.54
1849,86.63199999999999
1850,86.63199999999999
1851,56.717
1852,60.998999999999995
1853,85.798
1854,60.998999999999995
1855,86.83000000000001
1856,88.894
1857,58.18599999999999
1858,104.10999999999999
1859,56.727
1860,85.798
1861,88.696
1862,60.998999999999995
1863,106.819
1864,109.53800000000001
1865,89.445
1866,60.998999999999995
1867,60.998999999999995
1868,85.798
1869,83.905
1870,57.039
1871,59.54
1872,58.18599999999999
1873,85.798
1874,86.726
1875,89.445
1876,85.798
1877,82.985
1878,58.18599999999999
1879,89.445
1880,56.727
1881,56.727
1882,60.998999999999995
1883,88.507
1884,63.5
1885,88.299
1886,119.531
1887,90.165
1888,88.299
1889,89.133
1890,62.031000000000006
1891,60.687
1892,86.518
1893,63.5
1894,60.687
1895,59.749
1896,83.59300000000002
1897,112.039
1898,86.406
1899,88.299
1900,88.299
1901,89.133
1902,85.486
1903,116.84
1904,85.798
1905,63.063
1906,89.133
1907,85.486
1908,105.89099999999999
1909,91.946
1910,84.01700000000001
1911,63.5
1912,58.18599999999999
1913,63.5
1914,89.133
1915,88.299
1916,90.165
1917,111.205
1918,59.749
1919,88.299
1920,85.486
1921,85.486
1922,60.687
1923,82.985
1924,63.5
1925,60.687
1926,60.687
1927,88.299
1928,143.26399999999998
1929,111.205
1930,59.54
1931,63.5
1932,85.798
1933,92.97800000000001
1934,87.361
1935,88.299
1936,63.5
1937,62.031000000000006
1938,88.299
1939,60.998999999999995
1940,85.798
1941,84.86000000000001
1942,175.443
1943,90.165
1944,89.331
1945,63.5
1946,60.687
1947,63.5
1948,62.04100000000001
1949,63.5
1950,82.985
1951,90.165
1952,115.884
1953,85.486
1954,92.97800000000001
1955,91.946
1956,59.54
1957,95.593
1958,86.944
1959,83.29700000000001
1960,122.545
1961,86.944
1962,83.29700000000001
1963,58.498000000000005
1964,55.685
1965,83.29700000000001
1966,58.498000000000005
1967,58.498000000000005
1968,81.516
1969,83.29700000000001
1970,86.944
1971,57.039
1972,58.498000000000005
1973,59.53
