Function,Memory Size,Max Memory Used,Duration,Billed Duration,RequestId
f2,2880,60,203.0,300,2378872b-08a5-4a33-b8e1-b9310fc76be9
f2,2880,60,205.91,300,cc1938fa-8124-4bd9-9929-1c158c2768b6
f2,2880,60,203.69,300,626dda5a-862d-438b-9942-377005e9442f
f2,2880,60,202.93,300,e7ae1f6e-86f0-416d-a24e-7f39951c4e50
f2,2880,59,203.72,300,5c08449e-a671-4cc4-9a1f-80c16e4467a6
f2,2880,59,204.37,300,44a193de-57cd-480a-accd-9b991735391b
f2,2880,59,205.32,300,359e8d25-03f5-4e79-b007-4ade6d9acc7b
f2,2880,59,205.18,300,f3ea5843-6267-4f79-8745-4e78c89df4aa
f2,2880,59,204.7,300,3994c3fb-a01b-4266-8506-c47c96fed8a5
f2,2880,59,202.95,300,1d58fea0-d751-4f82-8434-17e5d9b38c19
f2,2880,59,204.37,300,0db64643-4c79-4f10-a0f9-c9493cd09c0b
f2,2880,59,203.5,300,aec11dd4-85cd-4cfd-8fb0-1f8a02671dca
f2,2880,59,204.37,300,2b12426b-9e21-4cc6-9a52-3b68d9c5c1bd
f2,2880,59,204.92,300,580082d2-d54c-4100-9be4-a0f459eda6f4
f2,2880,59,205.48,300,0d7aaedf-6813-4e66-93f2-04a345fc0c64
f2,2880,59,203.21,300,669cebda-0139-4c99-88af-5da1da8bca30
f2,2880,59,204.11,300,9af690dc-acc4-4b3c-81c7-b1acc0026468
f2,2880,59,203.59,300,effd4c47-f55c-453e-8e73-b9b770a4fda5
f2,2880,59,203.21,300,7a2dd144-8218-4c74-80c4-f14f544ae928
f2,2880,59,204.04,300,cfa8728d-dd67-4604-bea4-700c4db1ce4e
f2,2880,59,202.29,300,943ac131-da16-4c9d-a7fb-6057d6e9caf5
f2,2880,59,204.8,300,d6d9e557-2cb6-4143-8047-995c86bd1460
f2,2880,59,202.85,300,866098fc-4559-461c-8122-d9d73bd91862
f2,2880,59,204.64,300,a4ff3070-8c9d-4dda-92cf-3b8946b7e473
f2,2880,59,203.84,300,a63b41de-7e87-4e21-8cb5-a499276f113d
f2,2880,59,203.9,300,6bbca6b2-ecd5-4233-8b12-be058cee63f8
f2,2880,59,203.48,300,f70edbd6-7c56-4724-8603-cd6205841385
f2,2880,59,205.73,300,e227e0f8-1846-439d-8cc6-8c325e428bf8
f2,2880,59,204.56,300,679c5c7e-9859-404a-a70b-2600cd1a0def
f2,2880,59,203.07,300,12571300-a992-4e18-b8d7-9c2f22b887a5
f2,2880,59,204.98,300,6890cb82-c611-4de1-971b-11cd71121da4
f2,2880,59,203.81,300,fb301e72-917b-4888-a16c-db24b3a52e1a
f2,2880,59,203.96,300,86ea45be-a623-4ec9-8a09-f0402d796d44
f2,2880,59,204.66,300,9c97fb3f-7eac-4df7-bd4b-4b6190378147
f2,2880,59,205.08,300,8d5992b9-f314-4e2b-955e-14b6f5250110
f2,2880,59,204.61,300,23f7ab99-09df-4d4d-97cf-ed2c0abb9144
f2,2880,59,207.66,300,39966213-9446-4f4d-afb5-2c7cbd7e648b
f2,2880,59,204.54,300,4feafc0f-036f-4583-b9cf-f5095962e1ac
f2,2880,59,204.21,300,65acd4db-c850-405c-815e-d2a9ffdb2731
f2,2880,59,203.19,300,e621d840-f859-4d26-809f-3437295076f0
f2,2880,59,204.2,300,d9f86ea4-bf56-46bb-9f69-1cf2bce84e20
f2,2880,59,203.53,300,044d9f22-7edb-42fe-b9a7-21ad9463d1ef
f2,2880,59,203.55,300,4da1a7e9-42ca-465b-aacd-51d22c601265
f2,2880,58,203.85,300,72cc1849-798b-4181-bf42-2cc201524ffc
f2,2880,58,204.65,300,28ffd71a-4a16-40de-8a56-6f8b0b365dcd
f2,2816,61,202.5,300,52cc95c7-cf74-419a-8177-36a83aeccbd9
f2,2816,61,203.6,300,f285dc74-0af1-46dc-b17c-1227e4682346
f2,2816,61,203.29,300,71dda3df-171e-4fcd-bb18-bc491cc42049
f2,2816,61,203.38,300,2c0378af-7bd3-43c4-a561-1c179f409da9
f2,2816,61,204.49,300,0bed55f8-de61-4221-a742-cfb78d4e0f82
f2,2816,61,201.37,300,3f76a493-5fa1-4431-9c70-134c590a1800
f2,2816,61,203.17,300,9c73d029-1d9c-40c7-8823-efc05abb561c
f2,2816,61,203.86,300,1fd1f800-1514-4e69-b6f2-e2c707510084
f2,2816,61,202.63,300,c7fc58c3-13ee-43d6-ace0-2ad7cd010131
f2,2816,61,202.74,300,a7490e07-1625-432c-8e6a-db190a8f160d
f2,2816,61,203.5,300,311bccb5-8714-4735-944c-975e06aaaf5e
f2,2816,61,203.32,300,5cecc751-f924-4183-9e0b-d7d0733d80ca
f2,2816,61,204.88,300,d1b7a5ff-6067-4c03-9b0e-080c7a6348e1
f2,2816,61,202.35,300,db4b96e7-d4e3-4553-b85c-9049a12270f8
f2,2816,61,203.08,300,844b1da7-e70a-4f3b-8d7e-5673d3d5f5e3
f2,2816,61,203.59,300,d92e11cf-04b5-4435-b7c8-04e2fdc20b78
f2,2816,61,202.13,300,5c183306-8b0a-494f-a396-2622c820d8df
f2,2816,61,202.02,300,0c6144bb-60ae-4df3-83fe-4da3e97eca8f
f2,2816,61,203.81,300,23336268-f434-462b-b0f0-8095d5a35c7f
f2,2816,61,203.39,300,61a3b5de-e8c8-40fd-a17a-39784c931218
f2,2816,61,204.59,300,53d4478f-209d-4e75-a4dc-1d8443335aba
f2,2816,61,202.73,300,0bd1d0de-6642-4e35-8c1e-10061c588350
f2,2816,61,203.53,300,079f97f8-dbb8-4879-a30e-823cc69ed401
f2,2816,61,203.75,300,b4e1d1b6-8422-4615-8c8d-150efa9b5415
f2,2816,61,204.1,300,1b854791-3b8d-4df1-87ec-64f7b2b7399c
f2,2816,61,204.84,300,ce522cf7-cb22-49f5-a225-bc4b953fcc33
f2,2816,61,203.45,300,9e3a2935-7a64-4a28-b262-1cc75304ed9c
f2,2816,61,204.1,300,54b0262e-2c43-4dbc-950f-cb287f03f1a6
f2,2816,61,204.49,300,01df9a40-4a81-41f6-9c42-cb9116f8288f
f2,2816,60,202.13,300,038471f5-89cf-4762-b658-9709a1379f07
f2,2816,60,203.61,300,47903641-a962-4a8b-8948-d636a545764e
f2,2816,60,212.07,300,f8960814-815f-4959-bd1c-c0d4266d9859
f2,2816,60,201.87,300,a6a4791b-217c-4f8e-b72a-c545cbe36646
f2,2816,60,203.0,300,5a845adf-939e-4f48-a401-eb817c0ae6c5
f2,2816,60,203.64,300,f90f43fe-1d64-4f23-a599-a51cc9789657
f2,2816,60,204.49,300,83423ae3-85c5-45e4-9214-ec7ef3f0870f
f2,2816,60,203.9,300,a3ab8f9a-ca9f-4b7e-8242-5615e9abe751
