Budget,BCR_disabled_RT,BCR_RT/M_RT,BCR_ERT/C_RT,BCR_MAX_RT,BCR_disabled_Cost,BCR_RT/M_Cost,BCR_ERT/C_Cost,BCR_MAX_Cost,BCR_disabled_Config,BCR_RT/M_Config,BCR_ERT/C_Config,BCR_MAX_Config,BCR_disabled_Iterations,BCR_RT/M_Iterations,BCR_ERT/C_Iterations,BCR_MAX_Iterations,BCR_threshold
59.66697142857143,10868.500899999997,10868.500899999997,25433.083814285714,10868.500899999997,59.59954285714285,59.59954285714285,59.66697142857143,59.59954285714285,"{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 1472}","{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 1472}","{1: 128, 2: 128, 3: 128, 4: 128, 5: 128, 6: 128}","{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 1472}",9.0,9.0,3.0,9.0,0.2
60.623644155844154,10772.880799999997,10772.880799999997,13629.08674285714,11727.572671428568,60.32854285714285,60.32854285714285,60.447399999999995,59.980799999999995,"{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 1856}","{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 5: 128, 6: 1856}","{1: 896, 2: 320, 3: 320, 4: 128, 5: 512, 6: 1472}",8.0,8.0,5.0,8.0,0.2
61.580316883116886,10772.880799999997,10772.880799999997,13629.08674285714,11631.952571428568,60.32854285714285,60.32854285714285,60.447399999999995,60.709799999999994,"{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 1856}","{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 5: 128, 6: 1856}","{1: 896, 2: 320, 3: 320, 4: 128, 5: 512, 6: 1856}",8.0,8.0,5.0,9.0,0.2
62.53698961038961,10757.797499999997,10772.880799999997,13614.00344285714,6811.492242857143,61.89354285714285,60.32854285714285,62.01239999999999,62.397942857142844,"{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 2048}","{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 5: 128, 6: 2048}","{1: 896, 2: 320, 3: 320, 4: 320, 5: 512, 6: 1472}",8.0,8.0,5.0,9.0,0.2
63.493662337662336,10754.225499999997,10738.509599999998,13614.00344285714,6715.8721428571425,63.45854285714285,63.181114285714294,62.01239999999999,63.12694285714286,"{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 2240}","{1: 1088, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 5: 128, 6: 2048}","{1: 896, 2: 320, 3: 320, 4: 320, 5: 512, 6: 1856}",9.0,8.0,5.0,10.0,0.2
64.45033506493506,10754.225499999997,10738.509599999998,13610.43144285714,6715.8721428571425,63.45854285714285,63.181114285714294,63.57739999999999,63.12694285714286,"{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 2240}","{1: 1088, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 5: 128, 6: 2240}","{1: 896, 2: 320, 3: 320, 4: 320, 5: 512, 6: 1856}",8.0,8.0,5.0,10.0,0.2
65.40700779220779,10754.225499999997,10738.509599999998,13610.43144285714,5660.972814285713,63.45854285714285,63.181114285714294,63.57739999999999,65.38651428571428,"{1: 896, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 2240}","{1: 1088, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 5: 128, 6: 2240}","{1: 896, 2: 320, 3: 320, 4: 512, 5: 512, 6: 1472}",8.0,8.0,5.0,10.0,0.2
66.36368051948052,5714.565231428573,4559.9580857142855,13610.43144285714,5565.352714285713,66.35111428571427,66.233,63.57739999999999,66.11551428571427,"{1: 896, 2: 1280, 3: 1088, 4: 320, 5: 512, 6: 2240}","{1: 896, 2: 1280, 3: 1088, 4: 512, 5: 704, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 5: 128, 6: 2240}","{1: 896, 2: 320, 3: 320, 4: 512, 5: 512, 6: 1856}",10.0,10.0,5.0,11.0,0.2
67.32035324675324,10719.854299999997,4554.4535828571425,11578.926071428568,5565.352714285713,66.3111142857143,67.30271428571427,66.69237142857143,66.11551428571427,"{1: 1088, 2: 896, 3: 1088, 4: 128, 5: 512, 6: 2240}","{1: 896, 2: 1472, 3: 1088, 4: 512, 5: 704, 6: 1856}","{1: 1088, 2: 320, 3: 320, 4: 128, 5: 512, 6: 2240}","{1: 896, 2: 320, 3: 320, 4: 512, 5: 512, 6: 1856}",8.0,10.0,8.0,11.0,0.2
68.27702597402597,4118.5060857142835,4118.5060857142835,6974.712028571426,5073.197957142855,68.09997142857142,68.09997142857142,68.21882857142856,67.75222857142857,"{1: 896, 2: 896, 3: 1088, 4: 704, 5: 512, 6: 1856}","{1: 896, 2: 896, 3: 1088, 4: 704, 5: 512, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 704, 5: 128, 6: 1856}","{1: 896, 2: 320, 3: 320, 4: 704, 5: 512, 6: 1472}",9.0,9.0,6.0,11.0,0.2
