Budget,BCR_disabled_RT,BCR_RT/M_RT,BCR_ERT/C_RT,BCR_MAX_RT,BCR_disabled_Cost,BCR_RT/M_Cost,BCR_ERT/C_Cost,BCR_MAX_Cost,BCR_disabled_Config,BCR_RT/M_Config,BCR_ERT/C_Config,BCR_MAX_Config,BCR_disabled_Iterations,BCR_RT/M_Iterations,BCR_ERT/C_Iterations,BCR_MAX_Iterations,BCR_threshold
60.094857142857144,10868.643757142856,10868.643757142856,25433.22667142857,10868.643757142856,60.05142857142856,60.05142857142856,60.094857142857144,60.05142857142856,"{1: 896, 2: 896, 3: 1088, 4: 128, 6: 1472}","{1: 896, 2: 896, 3: 1088, 4: 128, 6: 1472}","{1: 128, 2: 128, 3: 128, 4: 128, 6: 128}","{1: 896, 2: 896, 3: 1088, 4: 128, 6: 1472}",7.0,7.0,2.0,7.0,0.2
61.04720779220779,10773.023657142856,10773.023657142856,13629.229599999997,10722.320899999997,60.78042857142856,60.78042857142856,60.87528571428572,60.52685714285713,"{1: 896, 2: 896, 3: 1088, 4: 128, 6: 1856}","{1: 896, 2: 896, 3: 1088, 4: 128, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 6: 1856}","{1: 896, 2: 1280, 3: 1088, 4: 128, 6: 1472}",6.0,6.0,4.0,8.0,0.2
61.99955844155844,10626.700799999997,10626.700799999997,13629.229599999997,10626.700799999997,61.25585714285713,61.25585714285713,60.87528571428572,61.25585714285713,"{1: 896, 2: 1280, 3: 1088, 4: 128, 6: 1856}","{1: 896, 2: 1280, 3: 1088, 4: 128, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 6: 1856}","{1: 896, 2: 1280, 3: 1088, 4: 128, 6: 1856}",7.0,7.0,4.0,9.0,0.2
62.95190909090909,10611.617499999997,10594.388914285713,13614.146299999997,5806.240471428572,62.820857142857136,62.44557142857143,62.44028571428572,62.944,"{1: 896, 2: 1280, 3: 1088, 4: 128, 6: 2048}","{1: 896, 2: 1472, 3: 1664, 4: 128, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 6: 2048}","{1: 896, 2: 1280, 3: 1088, 4: 320, 6: 1472}",7.0,8.0,4.0,9.0,0.2
63.90425974025974,10607.92767142857,10738.652457142854,13614.146299999997,5710.620371428572,63.89057142857143,63.63299999999999,62.44028571428572,63.673,"{1: 896, 2: 1472, 3: 1088, 4: 128, 6: 2048}","{1: 1088, 2: 896, 3: 1088, 4: 128, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 6: 2048}","{1: 896, 2: 1280, 3: 1088, 4: 320, 6: 1856}",7.0,6.0,4.0,10.0,0.2
64.8566103896104,10608.045499999997,10592.3296,13610.574299999997,5706.930542857142,64.38585714285713,64.10842857142856,64.0052857142857,64.74271428571427,"{1: 896, 2: 1280, 3: 1088, 4: 128, 6: 2240}","{1: 1088, 2: 1280, 3: 1088, 4: 128, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 6: 2240}","{1: 896, 2: 1472, 3: 1088, 4: 320, 6: 1856}",7.0,7.0,4.0,11.0,0.2
65.80896103896104,10575.733614285713,10560.017714285712,13610.574299999997,5695.537071428573,65.57557142857144,65.29814285714286,64.0052857142857,65.238,"{1: 896, 2: 1472, 3: 1664, 4: 128, 6: 2240}","{1: 1088, 2: 1472, 3: 1664, 4: 128, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 6: 2240}","{1: 896, 2: 1280, 3: 1088, 4: 320, 6: 2048}",8.0,8.0,4.0,11.0,0.2
66.7613116883117,5838.28792857143,4560.100942857142,13610.574299999997,4560.100942857142,66.32757142857143,66.66157142857143,64.0052857142857,66.66157142857143,"{1: 896, 2: 896, 3: 1088, 4: 320, 6: 2240}","{1: 896, 2: 1280, 3: 1088, 4: 512, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 128, 6: 2240}","{1: 896, 2: 1280, 3: 1088, 4: 512, 6: 1856}",7.0,8.0,4.0,11.0,0.2
67.71366233766234,10573.674299999999,4560.100942857142,10573.674299999999,4560.100942857142,67.23842857142857,66.66157142857143,67.23842857142857,66.66157142857143,"{1: 1088, 2: 1280, 3: 1088, 4: 128, 6: 2240}","{1: 896, 2: 1280, 3: 1088, 4: 512, 6: 1856}","{1: 1088, 2: 1280, 3: 1088, 4: 128, 6: 2240}","{1: 896, 2: 1280, 3: 1088, 4: 512, 6: 1856}",7.0,8.0,8.0,11.0,0.2
68.66601298701299,4118.648942857141,4118.648942857141,6974.854885714283,4067.946185714284,68.55185714285714,68.55185714285714,68.64671428571428,68.29828571428571,"{1: 896, 2: 896, 3: 1088, 4: 704, 6: 1856}","{1: 896, 2: 896, 3: 1088, 4: 704, 6: 1856}","{1: 896, 2: 128, 3: 128, 4: 704, 6: 1856}","{1: 896, 2: 1280, 3: 1088, 4: 704, 6: 1472}",7.0,7.0,5.0,11.0,0.2
