Function,Memory Size,Max Memory Used,Duration,Billed Duration,RequestId
f1,2944,63,711.63,800,f399f567-501b-4b9e-a79a-c301b2800c5e
f1,2944,63,714.01,800,b69a230a-df3a-4f36-b1b0-3e11df46edf6
f1,2944,63,710.9,800,e21aae05-c1da-4084-abb4-8f7dbce11d1b
f1,2944,63,699.09,700,f1161576-e49b-476e-93b1-c7deafbf369c
f1,2944,63,714.84,800,a1c33060-6023-4a3f-b427-e686c000a023
f1,2944,63,709.65,800,61329ef0-5763-4494-ab69-05c5c8448b67
f1,2944,63,695.7,700,2ba57177-c9be-44b9-a82a-d0a112ccbd92
f1,2944,62,704.01,800,ddcca123-c71b-42d1-aa36-5318b00c387b
f1,2944,62,700.3,800,5b36c10f-ca35-405f-8b23-2f288ccf9de3
f1,2944,62,704.78,800,3bbd1e3f-6474-4e18-95c8-ba9988e2ca70
f1,2944,62,708.83,800,0f66c204-2b3a-4ef2-91e5-90bbc0dea605
f1,2944,62,707.23,800,3b1a2476-0ac6-4259-9b34-b3f063ad1901
f1,2944,62,714.81,800,13702909-fac4-42dd-a600-5471169b9e62
f1,2944,62,710.4,800,21ca8833-7a7c-4d6d-9693-e28998bea1bf
f1,2944,62,708.53,800,918ec961-45ea-49c2-aa6e-1b3751c0d1d4
f1,2944,62,708.65,800,2d6e120e-88a5-4889-a739-108f6e065735
f1,2944,62,706.37,800,bc368772-ea7d-488b-bc36-407688aabe1c
f1,2944,62,711.93,800,0fc7f4ce-9434-4e50-8da2-8d230c750df2
f1,2944,62,710.78,800,9302f0f7-7b9a-417b-ab63-1b98081cd8f7
f1,2944,62,706.7,800,c9d3f746-2f39-4fb8-b858-7e6cc5384b81
f1,2944,62,705.34,800,ff896fcf-49ed-45e1-8458-fc2f8dd4ea25
f1,2944,62,703.2,800,d2e8fdff-f2f7-4552-9fb0-ce4c47955385
f1,2944,62,709.97,800,bcd19e0f-a44f-4404-a7c2-a2a1324d7e4a
f1,2944,62,701.74,800,fbd5ef5f-dc93-4e41-bd7f-317494b47eda
f1,2944,62,710.85,800,b56e2332-0568-4a8a-af10-9808bc979f81
f1,2944,62,708.98,800,8257e324-5be1-4144-b7cc-f3fd42ec5261
f1,2944,62,709.86,800,1c7d24ba-e99d-4c33-b53e-f2aa1f3e8d8b
f1,2944,62,708.91,800,fba38e7d-ff63-44dd-a101-b2828d55d222
f1,2944,62,707.92,800,7fef95ba-937f-47f2-8f6c-7371d58287ec
f1,2944,62,720.75,800,09455f0e-8b3a-4abd-ba19-d2ab33190920
f1,2944,62,715.64,800,db6104ac-b615-4a9e-bdf6-df2c779229af
f1,2944,62,707.4,800,19b0912d-9c44-4972-879f-75a7574920bc
f1,2944,62,703.39,800,d2dfb62c-c795-40fe-ad27-fd50e9649d71
f1,2944,62,707.13,800,c9c43b4e-cf5b-4da0-9d41-a710133f1ca9
f1,2944,62,697.24,700,2ea3c69c-49e7-47c4-9b22-7787e183282b
f1,2944,62,705.09,800,2be27f74-8b9b-415b-a084-a6adc9cda14f
f1,2944,62,698.34,700,9d530dd9-e606-477c-9057-263ecdd89649
f1,2944,62,700.71,800,3998e004-9808-4b6c-9c9f-0403b27a2b6a
f1,2944,62,706.91,800,d0baec90-e337-46ca-947a-0648e7382b67
f1,2944,62,715.72,800,c6daf329-ac53-4caf-9c9e-80110ea4fa6d
f1,2944,62,707.12,800,c9b7aef3-81b8-4bb0-8589-db66e6428470
f1,2944,62,700.8,800,aea56aa1-c149-437f-969d-2c94d806e501
f1,2944,62,720.97,800,d51256cf-e894-4385-af11-e056f994bbf0
f1,2944,62,717.39,800,da449d85-8d26-458d-ab9a-815ea4d95255
f1,2944,62,702.26,800,c1c69cce-8deb-4b5c-9d63-dff5e84cbe4d
f1,2944,62,705.69,800,04dea96b-9974-4108-871e-2f5f74c87f3b
f1,2944,62,707.39,800,47caef0c-f1e7-4a5d-9d5a-c1d0c0b73abb
f1,2944,62,703.21,800,548e7958-5c67-4f3c-8431-46e97335f380
f1,2944,62,716.77,800,d61795fb-ec56-45f6-bd47-1fb40a8348d5
f1,2944,62,715.61,800,a675ae98-9fcd-4f33-b7f8-edc663c6dfad
f1,2944,62,717.24,800,e056352a-38f5-48b1-8916-bd0776b9deac
f1,2944,62,707.7,800,ddfbde41-78d0-46aa-be6b-7a8f60c8ff2d
f1,2944,62,703.9,800,17e6d69f-b23d-49b3-b80f-ad8b2f8470d6
f1,2944,62,711.09,800,00986b68-8e2a-4bdc-a6f0-a86731df5f0a
f1,2944,62,705.1,800,30cc8022-aead-4086-9649-5a8fd2380b9c
f1,2944,62,714.56,800,c5cd3165-501c-453f-83f0-26e6a22dca9e
f1,2944,62,708.99,800,d23c3eff-8841-4b0b-bc65-5b58567d00c5
f1,2944,62,709.57,800,1b21f46e-b06a-4497-91e5-2bef78386489
f1,2944,62,716.33,800,f0aa3f56-778f-42fe-81b9-dda083ff5b3f
f1,2944,62,709.65,800,6af4a5e4-f0a6-4385-86d3-fbf9a9ef4933
f1,2944,62,706.2,800,55e289ce-01f3-46d1-a4df-5a6b0f5d1e2f
f1,2944,62,708.32,800,dc8d3fd3-ac55-45af-9cf3-6b079d6f2d99
f1,2944,61,702.62,800,7cc9b36e-a20d-4eba-9723-a6516a3a80d5
f1,2944,61,707.36,800,b82a072a-b11d-4968-a079-7b0fa7e07d4a
f1,2944,61,706.25,800,2cead5de-a4dd-404f-8686-ea2cd1fb42a8
f1,2944,61,720.79,800,e4e0d322-74ee-4d0f-8937-644915834f52
f1,2944,61,718.36,800,49e3e329-dceb-472b-ad18-619c06f1eb41
f1,2944,61,702.96,800,fc28ec81-4e21-4017-bb32-379c2a7b5f52
f1,2944,61,704.56,800,78fd834a-cfe6-4380-8d3d-e71e527d62a6
f1,2944,61,714.01,800,1655952d-a15c-4a42-8f46-25335fe15612
f1,2944,61,704.28,800,fcc6614c-3e0b-476b-bfc1-621296cb25c9
f1,2944,61,708.21,800,e16f8482-f42d-4574-bc18-cd44eca1e95d
f1,2944,61,705.5,800,e8a9e235-0a22-4b70-8bb9-5afe91c2b628
f1,2944,61,717.65,800,8aaaf2be-45c0-4550-9c05-1bb3462b2667
f1,2944,61,709.62,800,3c3a4c6e-3ee3-487f-9a5e-af654d70c2a8
f1,2944,61,704.56,800,a52ce6de-3efa-4ad5-9618-31ca8e720f18
f1,2944,61,706.23,800,80dd1a56-a4c2-41b1-aa39-0582cc2b5899
f1,2944,61,709.31,800,c0c157ab-cc0e-4259-ab91-d63de90a9e20
f1,2944,61,707.54,800,ff6899a4-24b2-421b-8add-7d4c69b51afc
f1,2944,61,709.13,800,fc8f4612-1850-40b8-91d8-124d8d9dd51d
f1,2944,61,704.89,800,e384a3ad-1fb1-4660-808b-8de9d0d6f911
f1,2944,61,705.72,800,f6849572-e979-4d03-bb74-b8a229dac9cf
f1,2944,61,703.24,800,87722fb9-71a5-46cc-b830-f425f81075e4
f1,2944,61,712.72,800,b0f83522-2023-457e-8800-2ec439471bd3
f1,2944,61,710.99,800,aa5541d6-86f4-4a08-84aa-8ae9fe5cee99
f1,2944,60,709.04,800,a489dd63-e652-4070-a3d1-cc1848b05a5f
f1,2944,60,707.22,800,6083ee65-67bf-4c7b-aba9-26be93448e2e
f1,2944,60,710.23,800,2768d39b-21d2-42bf-b531-176899e78b0d
f1,2944,60,703.42,800,977ad525-0255-4dfe-b991-c43b9302d839
f1,2944,60,706.49,800,9cdf5218-5fcd-4f94-939e-df106e8da0bc
f1,2944,60,402.94,500,835909f9-b3eb-489b-a55c-d161f2c2282f
f1,2944,60,392.23,400,535d2eca-acef-424e-96a2-c41afcbbded4
f1,2944,60,386.21,400,b9ae84cb-cb36-4465-8347-69d0719d397c
f1,2944,60,390.84,400,8fcad6e1-db3c-4c37-8336-9eafd69e54c0
f1,2880,63,714.75,800,e0c3e85d-c11b-4f11-84bd-83c485a96784
f1,2880,63,716.7,800,4eab381a-fd34-4faa-84a1-8125b8916181
f1,2880,63,726.01,800,83060d68-f293-456b-bd66-1bf80ce76d23
f1,2880,63,720.11,800,ea221adf-6ead-4e75-8f85-6deda24183c8
f1,2880,63,716.97,800,c0892d79-a2cf-4dce-b4b9-1f77421742aa
f1,2880,63,716.85,800,71357ae8-07da-4607-b487-5c46658257fb
f1,2880,63,808.6,900,d6b2e7f2-ff23-4cb2-b715-a468d9b8ac82
f1,2880,63,706.81,800,1247eeec-959c-449d-ae45-d9e4ae073287
f1,2880,63,717.89,800,fc116903-1411-4316-817d-f864b60278de
f1,2880,63,715.71,800,d5307907-4e53-4f42-bcf2-fcbcbeda4277
f1,2880,63,714.9,800,b602711f-0bca-4c02-9ee8-ea2d1de0cf81
f1,2880,63,807.22,900,21d7d21c-3808-4663-85a9-a5c79c8e8f24
f1,2880,63,803.45,900,b7a27b05-14ab-443c-bead-3da7fbc97453
f1,2880,62,809.79,900,b54ecd27-0ba7-488f-8299-502756c83f75
f1,2880,62,707.44,800,74866688-e1d1-4345-a8fe-eb535bca094c
f1,2880,62,806.47,900,409762f2-b5d1-4ea8-a65a-bc10e11b4e41
f1,2880,62,708.13,800,a4dfd00e-9ec3-424c-98a9-4cb851256681
f1,2880,62,714.79,800,aae77600-27e1-4523-87a0-8704b39813bc
f1,2880,62,711.7,800,c907be83-5ce0-4173-9813-bea848bdad47
f1,2880,62,807.06,900,679fdf36-9017-4ec7-bba4-bb01e419b820
f1,2880,62,803.92,900,9c031b78-149a-49d5-a7aa-db06df8c1a52
f1,2880,62,796.36,800,b3b24d15-7ac6-4477-8cd6-e702ab8fd481
f1,2880,62,709.36,800,2768dfd9-ee85-428f-9b58-1e1403772aa2
f1,2880,62,713.63,800,367a05e7-24c8-4a8d-a2a3-71cdc90dff33
f1,2880,62,804.58,900,e2e2b3da-7a7e-478d-87e5-697c005025b8
f1,2880,62,717.62,800,d6fcc437-b397-4672-a6e3-48805f1f6a92
f1,2880,62,807.55,900,2d6f67bb-9b5b-4ea7-a9b1-010a7bf3cfb0
f1,2880,62,716.08,800,f048791e-d48a-4657-8bb1-624225ef2c96
f1,2880,62,712.92,800,53045ede-dcbf-47d6-8593-7f5b34718f8f
f1,2880,62,716.3,800,efa05277-3a63-43fe-9de0-92288b15dbdb
f1,2880,62,709.71,800,48025945-5397-4c8f-8c41-b4765255310c
f1,2880,62,709.8,800,61a3b385-5994-497d-94af-6f429345a6d0
f1,2880,62,711.23,800,27372fa3-21eb-40d3-a1ac-ed7045f5c36a
f1,2880,62,806.29,900,b1346f47-c34b-474e-9a1a-cbaa5a0f0518
f1,2880,62,805.05,900,2bae09a0-84a2-47c1-b4da-9044a60f9754
f1,2880,62,809.0,900,3131e0c4-ca66-4afc-aa62-b53f18a7774f
f1,2880,62,710.89,800,9a31ea42-50d3-49e0-a6e8-d77e985f1fa1
f1,2880,62,710.75,800,f03b3f98-df6c-4865-8980-5d2e4cc71ee1
f1,2880,62,710.4,800,3fbb0346-5cdd-464b-b638-5151d7c1bba1
f1,2880,62,806.29,900,f791adb5-445e-4f79-81d1-a0161ea7dc7b
f1,2880,62,708.51,800,83d87cd2-8973-44c8-b6db-1794e4581d36
f1,2880,62,713.02,800,49aba0d2-971b-4d2a-9397-a7109fd19c47
f1,2880,62,727.36,800,ba9ddbbf-917c-4904-8dac-301266e94007
f1,2880,62,710.1,800,5328305c-fa25-4ab4-b006-bd73d4892144
f1,2880,62,809.05,900,41c1394a-f202-4c6d-8983-05b62c3e42b7
f1,2880,62,712.22,800,89679810-8976-4f79-9407-ccdc92a771f9
f1,2880,62,712.3,800,144587f3-d51b-4401-9f67-e872345ceae4
f1,2880,62,713.5,800,94906110-ccf9-4ff0-accb-4bf1a2f2f036
f1,2880,62,807.89,900,15fde51c-55ee-48b1-a95d-2578e4f8b872
f1,2880,62,800.94,900,154a0de4-20ff-4473-81b6-2dacf05042fd
f1,2880,62,708.5,800,33f8c7d9-9945-4404-a573-e3554676aa47
f1,2880,62,806.18,900,61e6dd25-037f-4945-b3bd-4a9f3bc97f5f
f1,2880,62,708.51,800,6d2bd172-4d20-4389-b1fa-eef0836ce7cc
f1,2880,62,810.84,900,b00b2146-82e1-45cd-9640-827d43a6e117
f1,2880,62,716.02,800,a83feee0-0875-402d-9b07-13936685a142
f1,2880,62,727.82,800,85c45567-411b-413c-b1a9-8a7354bf05e4
f1,2880,62,714.08,800,3db7274d-5ea0-4e73-8038-68291af04685
f1,2880,62,803.05,900,e2bbcf39-8666-4b83-b906-f07f71b361da
f1,2880,62,810.03,900,923d2f84-36fc-4a3e-a0eb-5aac11da374a
f1,2880,62,713.25,800,08c8136c-9465-44de-8dd5-5901058e721a
f1,2880,62,712.93,800,e7bd0fb5-d972-4b6d-b19d-1b05a863a262
f1,2880,62,728.23,800,0a99e417-c1dc-4ff4-8561-27ebc7069c7c
f1,2880,62,809.53,900,6390a84b-2721-4c67-ac5c-1701a71c65d9
f1,2880,62,709.05,800,008321e5-2f90-4269-a1b1-33018105afd3
f1,2880,62,804.39,900,90f36990-28de-44b9-b463-d89ad4190025
f1,2880,62,710.38,800,0573dec1-3466-4c8a-b27c-6a870571c034
f1,2880,61,714.93,800,a6c8f1e4-fbed-4952-8a84-194e62af697a
f1,2880,61,722.9,800,e5d45b0c-f145-49f2-ba54-4628f6dc68c6
f1,2880,61,714.34,800,31eec5d6-a09e-484c-b9b0-ec768dbfa631
f1,2880,61,713.46,800,2bdb8c00-051b-4697-a568-a74c3b63c064
f1,2880,61,709.52,800,66754fb0-851e-4a40-b10a-09f7ded6fdad
f1,2880,61,717.01,800,b0397a66-c8dc-41c2-b590-2cf163fac7cb
f1,2880,61,712.02,800,c8676a5d-e8a6-4d5f-9872-e3b485c10994
f1,2880,61,733.66,800,c228844c-dc23-4593-9638-dfe2f0ab693b
f1,2880,61,711.04,800,4740dc5e-88d7-4bb3-9c1f-53b82a81cbb1
f1,2880,61,712.77,800,4c617c51-4acc-4e57-a8dc-1a26d1c2d7b3
f1,2880,61,805.14,900,acb8cf28-ab58-4459-bac8-d9da0d1b48e3
f1,2880,61,805.64,900,42f5b6c8-2828-4575-90f7-55e88e69bac8
f1,2880,61,712.47,800,74f150f3-9af9-49fe-a873-0d1c0f4b6aa7
f1,2880,61,708.1,800,e758b81e-8d9b-4cc9-b61c-184c27417f73
f1,2880,61,805.41,900,66e846b7-9416-43e7-8a3b-c13fd310de42
f1,2880,61,806.13,900,7810e55e-5ec5-4fa6-a0ec-4cea312d4d53
f1,2880,61,807.21,900,ea855956-f8ae-494e-bd2d-6da2acd5e13a
f1,2880,61,708.3,800,d8912cf8-2734-4e10-8e56-5aef6db13606
f1,2880,61,807.13,900,a3ea9a2c-4730-4c4a-8043-034e9db3f7cb
f1,2880,61,702.8,800,662c090b-7edb-4892-800e-87a15da26bd8
f1,2880,61,808.57,900,21242462-ad3e-425b-aeb8-e5171ff50bcb
f1,2880,61,707.57,800,6d9011ee-f902-44db-853a-d039b25ed810
f1,2880,61,712.19,800,3c1a669e-a57f-448d-b493-7cb9840e5813
f1,2880,61,708.7,800,631726f8-a78c-4431-aa55-fa0fdf20420f
f1,2880,61,708.0,800,281b228a-d508-4696-a437-4b79f5a63fe5
f1,2880,61,718.66,800,2badd47e-695e-47b8-af11-741be913e130
f1,2880,61,705.5,800,cee4a1f0-710d-40cd-addd-c8433f47cac3
f1,2880,61,810.65,900,a9aa80c4-39e8-4a9b-9fc2-3da3ae1826b6
f1,2880,61,707.35,800,215cf836-42d6-4b1f-8458-18309f3bf8b1
f1,2880,61,809.4,900,300f1e5a-b361-4df0-9ada-d93dcc273e9e
f1,2880,61,604.52,700,178d4c6f-8771-4920-9b85-6beab6596508
f1,2880,60,401.29,500,959fc7f7-7db0-457e-8c04-30f62602fb37
f1,2880,60,418.4,500,4edc7d30-c504-4ae2-b2de-381c7097806f
f1,2880,60,387.1,400,92119e9a-367e-4d73-bd33-32265285294e
f1,2816,62,715.93,800,e929f570-1d97-475a-94cb-ab5372ce2b3d
f1,2816,62,714.15,800,12cf0f6f-7aa5-48ae-a8fa-0aaf3f2ccbf6
f1,2816,62,710.86,800,2169217a-1e39-446c-86e3-e34b54056622
f1,2816,62,696.19,700,45fc614c-1cb0-4eea-840d-e0b89a878048
f1,2816,62,707.49,800,39cdab7b-3f78-4312-9fb7-feb766a708f9
f1,2816,62,707.87,800,30c88bf1-6852-4c67-a77c-38ee2646ee2a
f1,2816,62,714.47,800,8abf1c6a-651a-4faa-9962-87d965af7f32
f1,2816,62,708.71,800,9be70645-796c-4fbb-aeea-cc5ae5213a07
f1,2816,62,714.2,800,9c089d60-880b-4051-b217-2860a9d80adf
f1,2816,62,717.05,800,5efcc9db-a3ca-420c-8b42-b0db8244a42f
f1,2816,62,707.7,800,8fce4af0-1e06-4a7f-839e-7f4d2d2f94ff
f1,2816,62,705.25,800,6c763fc6-2734-4f2e-8b9a-db7e41c93488
f1,2816,62,712.2,800,564a7b41-f334-4c25-942b-69add806451f
f1,2816,62,723.07,800,67631c86-22e2-4559-a563-9c528502cfa6
f1,2816,62,717.07,800,a3979db5-200a-426a-a008-38e9b5ff6e84
f1,2816,62,722.85,800,9ce4c06e-16e2-440d-8704-93f5cd411f54
f1,2816,62,708.8,800,8d185abd-0fce-4fcf-bfbe-6de9e3b178e9
f1,2816,62,709.36,800,2940328d-9d01-4230-9c00-e7d23231143b
f1,2816,62,724.39,800,9c0c40a9-8f31-4073-a54b-01531743b97f
f1,2816,62,731.81,800,7f30efb7-6e37-4dce-81a2-5a477f0517d5
f1,2816,62,715.51,800,2e647527-3e76-43f3-b355-057195536347
f1,2816,62,712.39,800,cf6f8b9b-cdec-4da7-adff-e7345c625f0b
f1,2816,62,713.78,800,48bf7e9f-1070-4839-a465-07f19c36b54c
f1,2816,62,702.03,800,1ecb3acb-7691-4d0c-b060-fcfc67b44ddc
f1,2816,62,727.06,800,4faa2350-f554-4c55-ab01-864a1cece5d0
f1,2816,62,712.26,800,c5f1d10b-d536-4e5e-8162-f43024676c34
f1,2816,62,709.68,800,6714bde4-13bc-4b2f-b73d-c810ea3d4a81
f1,2816,62,717.47,800,dbebe7f8-90be-4487-bcc8-cfc03c5f0066
f1,2816,62,717.43,800,1e7b789d-8eeb-44b5-a83a-b19f09d07864
f1,2816,62,724.95,800,6f1b5fe5-dba2-48db-8fec-770941912d60
f1,2816,62,712.64,800,d683934e-f360-4608-8168-ae548b09b474
f1,2816,62,711.46,800,3ca1170c-c3b2-4ef4-b806-d0f96a0c9240
f1,2816,62,714.68,800,3ed62d39-8d38-468b-aaab-a672a9662cec
f1,2816,62,718.28,800,411f94c7-ab44-40cf-a3b6-315d9e413294
f1,2816,62,706.08,800,00f882af-5ee6-4b7a-9d78-2b1d5c86c6ea
f1,2816,62,707.15,800,41065c02-7a90-4a4d-b187-61100c664784
f1,2816,62,714.5,800,0dca87fc-889a-4d48-a8d5-c9f3ea439391
f1,2816,62,709.06,800,f597b9b9-5313-443b-9c6c-747e48b28af8
f1,2816,62,713.2,800,11eb1a92-1f2f-4b26-bc9a-0b0537db735a
